Time (ps),MSD_x (Å²),MSD_y (Å²),MSD_z (Å²),MSD_total (Å²)
0.076000,0.010300,0.010062,0.004398,0.024759
0.078000,0.013099,0.013934,0.003816,0.030849
0.080000,0.016056,0.019105,0.003434,0.038595
0.082000,0.019141,0.025425,0.003296,0.047862
0.084000,0.022312,0.032709,0.003428,0.058449
0.086000,0.025515,0.040742,0.003836,0.070094
0.088000,0.028672,0.049261,0.004505,0.082438
0.090000,0.031660,0.057933,0.005391,0.094984
0.092000,0.034332,0.066392,0.006421,0.107146
0.094000,0.036527,0.074258,0.007505,0.118291
0.096000,0.038084,0.081172,0.008537,0.127793
0.098000,0.038879,0.086837,0.009418,0.135133
0.100000,0.038842,0.091031,0.010073,0.139946
0.102000,0.037976,0.093617,0.010455,0.142047
0.104000,0.036344,0.094548,0.010544,0.141437
0.106000,0.034060,0.093859,0.010356,0.138275
0.108000,0.031276,0.091645,0.009922,0.132842
0.110000,0.028164,0.088049,0.009284,0.125497
0.112000,0.024905,0.083258,0.008485,0.116649
0.114000,0.021667,0.077492,0.007568,0.106727
0.116000,0.018612,0.070999,0.006569,0.096179
0.118000,0.015883,0.064056,0.005524,0.085463
0.120000,0.013611,0.056966,0.004471,0.075049
0.122000,0.011900,0.050039,0.003449,0.065388
0.124000,0.010836,0.043582,0.002502,0.056920
0.126000,0.010476,0.037900,0.001677,0.050053
0.128000,0.010853,0.033239,0.001024,0.045116
0.130000,0.011974,0.029806,0.000588,0.042369
0.132000,0.013811,0.027733,0.000412,0.041956
0.134000,0.016307,0.027064,0.000526,0.043897
0.136000,0.019377,0.027774,0.000950,0.048100
0.138000,0.022903,0.029742,0.001686,0.054331
0.140000,0.026735,0.032788,0.002722,0.062245
0.142000,0.030705,0.036661,0.004024,0.071390
0.144000,0.034619,0.041068,0.005543,0.081230
0.146000,0.038284,0.045708,0.007215,0.091207
0.148000,0.041514,0.050278,0.008960,0.100752
0.150000,0.044110,0.054479,0.010691,0.109279
0.152000,0.045909,0.058060,0.012321,0.116290
0.154000,0.046784,0.060803,0.013767,0.121355
0.156000,0.046645,0.062528,0.014953,0.124125
0.158000,0.045451,0.063097,0.015822,0.124370
0.160000,0.043217,0.062436,0.016344,0.121997
0.162000,0.040017,0.060537,0.016514,0.117068
0.164000,0.036000,0.057460,0.016360,0.109821
0.166000,0.031384,0.053351,0.015934,0.100669
0.168000,0.026456,0.048440,0.015300,0.090196
0.170000,0.021547,0.043034,0.014541,0.079122
0.172000,0.017003,0.037490,0.013724,0.068217
0.174000,0.013153,0.032175,0.012912,0.058240
0.176000,0.010276,0.027445,0.012147,0.049868
0.178000,0.008566,0.023606,0.011457,0.043629
0.180000,0.008117,0.020894,0.010851,0.039863
0.182000,0.008935,0.019451,0.010332,0.038718
0.184000,0.010937,0.019324,0.009894,0.040155
0.186000,0.013980,0.020476,0.009530,0.043986
0.188000,0.017891,0.022788,0.009237,0.049916
0.190000,0.022480,0.026042,0.009012,0.057533
0.192000,0.027551,0.030014,0.008870,0.066435
0.194000,0.032905,0.034425,0.008829,0.076159
0.196000,0.038350,0.038958,0.008904,0.086212
0.198000,0.043688,0.043310,0.009112,0.096110
0.200000,0.048723,0.047168,0.009456,0.105347
0.202000,0.053232,0.050256,0.009928,0.113415
0.204000,0.057003,0.052344,0.010493,0.119839
0.206000,0.059848,0.053271,0.011103,0.124222
0.208000,0.061611,0.052984,0.011713,0.126308
0.210000,0.062185,0.051501,0.012283,0.125970
0.212000,0.061521,0.048916,0.012788,0.123225
0.214000,0.059617,0.045386,0.013211,0.118215
0.216000,0.056532,0.041098,0.013537,0.111166
0.218000,0.052377,0.036267,0.013750,0.102395
0.220000,0.047344,0.031131,0.013844,0.092319
0.222000,0.041709,0.025938,0.013807,0.081455
0.224000,0.035835,0.020943,0.013634,0.070413
0.226000,0.030133,0.016397,0.013318,0.059848
0.228000,0.025008,0.012526,0.012859,0.050393
0.230000,0.020846,0.009534,0.012258,0.042637
0.232000,0.017962,0.007570,0.011517,0.037049
0.234000,0.016584,0.006726,0.010642,0.033952
0.236000,0.016853,0.007027,0.009648,0.033528
0.238000,0.018817,0.008433,0.008567,0.035817
0.240000,0.022450,0.010843,0.007438,0.040731
0.242000,0.027675,0.014107,0.006321,0.048103
0.244000,0.034368,0.018044,0.005287,0.057698
0.246000,0.042357,0.022434,0.004418,0.069210
0.248000,0.051437,0.027044,0.003805,0.082285
0.250000,0.061372,0.031639,0.003531,0.096543
0.252000,0.071873,0.035986,0.003667,0.111526
0.254000,0.082573,0.039864,0.004245,0.126681
0.256000,0.093064,0.043090,0.005243,0.141397
0.258000,0.102894,0.045516,0.006575,0.154984
0.260000,0.111588,0.047031,0.008098,0.166717
0.262000,0.118646,0.047576,0.009620,0.175841
0.264000,0.123656,0.047156,0.010944,0.181756
0.266000,0.126310,0.045836,0.011908,0.184054
0.268000,0.126424,0.043730,0.012412,0.182566
0.270000,0.123948,0.040994,0.012432,0.177373
0.272000,0.118960,0.037814,0.012014,0.168787
0.274000,0.111634,0.034390,0.011252,0.157276
0.276000,0.102226,0.030907,0.010264,0.143397
0.278000,0.091080,0.027531,0.009167,0.127779
0.280000,0.078627,0.024416,0.008073,0.111115
0.282000,0.065384,0.021690,0.007074,0.094148
0.284000,0.051973,0.019467,0.006243,0.077683
0.286000,0.039087,0.017834,0.005632,0.062554
0.288000,0.027461,0.016853,0.005270,0.049584
0.290000,0.017800,0.016554,0.005163,0.039518
0.292000,0.010681,0.016925,0.005289,0.032895
0.294000,0.006481,0.017918,0.005594,0.029993
0.296000,0.005329,0.019422,0.006000,0.030751
0.298000,0.007104,0.021304,0.006412,0.034820
0.300000,0.011450,0.023404,0.006730,0.041584
0.302000,0.017863,0.025564,0.006883,0.050310
0.304000,0.025776,0.027622,0.006846,0.060244
0.306000,0.034647,0.029467,0.006657,0.070771
0.308000,0.043979,0.031013,0.006404,0.081395
0.310000,0.053355,0.032217,0.006210,0.091782
0.312000,0.062403,0.033069,0.006198,0.101671
0.314000,0.070745,0.033572,0.006451,0.110769
0.316000,0.078007,0.033727,0.007000,0.118734
0.318000,0.083836,0.033551,0.007812,0.125200
0.320000,0.087877,0.033063,0.008819,0.129758
0.322000,0.089800,0.032277,0.009923,0.132001
0.324000,0.089443,0.031261,0.011028,0.131732
0.326000,0.086874,0.030116,0.012047,0.129036
0.328000,0.082277,0.028917,0.012922,0.124115
0.330000,0.075939,0.027730,0.013609,0.117279
0.332000,0.068200,0.026575,0.014086,0.108861
0.334000,0.059483,0.025445,0.014339,0.099267
0.336000,0.050230,0.024323,0.014364,0.088918
0.338000,0.040886,0.023189,0.014177,0.078252
0.340000,0.031859,0.022026,0.013811,0.067696
0.342000,0.023525,0.020838,0.013314,0.057677
0.344000,0.016230,0.019653,0.012746,0.048629
0.346000,0.010273,0.018525,0.012174,0.040972
0.348000,0.005901,0.017522,0.011654,0.035078
0.350000,0.003296,0.016716,0.011221,0.031233
0.352000,0.002555,0.016174,0.010885,0.029613
0.354000,0.003690,0.015940,0.010624,0.030253
0.356000,0.006619,0.016031,0.010388,0.033038
0.358000,0.011170,0.016441,0.010114,0.037725
0.360000,0.017087,0.017139,0.009742,0.043968
0.362000,0.024052,0.018071,0.009221,0.051344
0.364000,0.031690,0.019180,0.008529,0.059399
0.366000,0.039573,0.020393,0.007671,0.067636
0.368000,0.047233,0.021627,0.006689,0.075549
0.370000,0.054255,0.022829,0.005667,0.082752
0.372000,0.060262,0.023949,0.004728,0.088939
0.374000,0.064956,0.024967,0.004025,0.093949
0.376000,0.068159,0.025893,0.003739,0.097791
0.378000,0.069809,0.026771,0.004046,0.100626
0.380000,0.069962,0.027665,0.005090,0.102717
0.382000,0.068761,0.028646,0.006954,0.104361
0.384000,0.066416,0.029762,0.009620,0.105798
0.386000,0.063155,0.031041,0.012964,0.107160
0.388000,0.059185,0.032455,0.016750,0.108389
0.390000,0.054683,0.033923,0.020657,0.109262
0.392000,0.049797,0.035339,0.024327,0.109463
0.394000,0.044636,0.036569,0.027386,0.108590
0.396000,0.039298,0.037488,0.029517,0.106302
0.398000,0.033902,0.038010,0.030501,0.102413
0.400000,0.028597,0.038096,0.030227,0.096921
0.402000,0.023588,0.037786,0.028732,0.090106
0.404000,0.019137,0.037167,0.026171,0.082474
0.406000,0.015531,0.036372,0.022796,0.074700
0.408000,0.013069,0.035542,0.018915,0.067526
0.410000,0.011997,0.034796,0.014868,0.061661
0.412000,0.012464,0.034204,0.010981,0.057649
0.414000,0.014471,0.033789,0.007535,0.055795
0.416000,0.017890,0.033507,0.004758,0.056154
0.418000,0.022461,0.033276,0.002803,0.058540
0.420000,0.027836,0.032968,0.001758,0.062563
0.422000,0.033613,0.032464,0.001641,0.067717
0.424000,0.039405,0.031675,0.002411,0.073491
0.426000,0.044861,0.030555,0.003977,0.079392
0.428000,0.049674,0.029111,0.006192,0.084978
0.430000,0.053616,0.027414,0.008879,0.089910
0.432000,0.056538,0.025578,0.011841,0.093957
0.434000,0.058386,0.023750,0.014886,0.097022
0.436000,0.059177,0.022092,0.017833,0.099102
0.438000,0.058971,0.020751,0.020522,0.100244
0.440000,0.057883,0.019847,0.022821,0.100551
0.442000,0.056054,0.019462,0.024630,0.100147
0.444000,0.053624,0.019615,0.025876,0.099115
0.446000,0.050736,0.020273,0.026511,0.097520
0.448000,0.047511,0.021355,0.026513,0.095379
0.450000,0.044060,0.022745,0.025869,0.092674
0.452000,0.040471,0.024310,0.024594,0.089375
0.454000,0.036818,0.025925,0.022725,0.085469
0.456000,0.033176,0.027493,0.020349,0.081019
0.458000,0.029623,0.028967,0.017591,0.076181
0.460000,0.026232,0.030346,0.014609,0.071187
0.462000,0.023084,0.031676,0.011594,0.066355
0.464000,0.020268,0.033021,0.008758,0.062046
0.466000,0.017866,0.034455,0.006309,0.058629
0.468000,0.015959,0.036025,0.004434,0.056419
0.470000,0.014608,0.037731,0.003274,0.055612
0.472000,0.013839,0.039507,0.002909,0.056255
0.474000,0.013651,0.041230,0.003349,0.058230
0.476000,0.013999,0.042725,0.004535,0.061259
0.478000,0.014806,0.043776,0.006343,0.064926
0.480000,0.015963,0.044177,0.008598,0.068737
0.482000,0.017347,0.043769,0.011094,0.072210
0.484000,0.018840,0.042486,0.013625,0.074951
0.486000,0.020335,0.040374,0.016000,0.076709
0.488000,0.021756,0.037598,0.018066,0.077420
0.490000,0.023061,0.034415,0.019721,0.077197
0.492000,0.024228,0.031148,0.020893,0.076269
0.494000,0.025258,0.028112,0.021541,0.074911
0.496000,0.026176,0.025606,0.021657,0.073439
0.498000,0.026993,0.023883,0.021251,0.072126
0.500000,0.027702,0.023115,0.020352,0.071169
0.502000,0.028290,0.023406,0.019019,0.070715
0.504000,0.028709,0.024796,0.017324,0.070829
0.506000,0.028907,0.027280,0.015358,0.071545
0.508000,0.028819,0.030820,0.013232,0.072871
0.510000,0.028387,0.035349,0.011070,0.074806
0.512000,0.027560,0.040786,0.009004,0.077351
0.514000,0.026313,0.047034,0.007173,0.080520
0.516000,0.024648,0.053974,0.005711,0.084333
0.518000,0.022598,0.061445,0.004750,0.088793
0.520000,0.020258,0.069218,0.004397,0.093873
0.522000,0.017766,0.076961,0.004725,0.099452
0.524000,0.015288,0.084218,0.005740,0.105245
0.526000,0.012998,0.090471,0.007372,0.110840
0.528000,0.011086,0.095099,0.009467,0.115652
0.530000,0.009724,0.097424,0.011793,0.118941
0.532000,0.009042,0.096893,0.014076,0.120011
0.534000,0.009111,0.093241,0.016076,0.118427
0.536000,0.009946,0.086627,0.017637,0.114210
0.538000,0.011481,0.077631,0.018696,0.107808
0.540000,0.013574,0.067105,0.019244,0.099923
0.542000,0.016021,0.056004,0.019292,0.091316
0.544000,0.018580,0.045150,0.018842,0.082572
0.546000,0.020980,0.035199,0.017897,0.074076
0.548000,0.022976,0.026635,0.016502,0.066113
0.550000,0.024384,0.019751,0.014754,0.058889
0.552000,0.025121,0.014722,0.012825,0.052669
0.554000,0.025193,0.011610,0.010921,0.047724
0.556000,0.024673,0.010377,0.009253,0.044304
0.558000,0.023666,0.010912,0.008006,0.042583
0.560000,0.022288,0.013040,0.007306,0.042635
0.562000,0.020649,0.016531,0.007224,0.044403
0.564000,0.018826,0.021137,0.007760,0.047723
0.566000,0.016886,0.026579,0.008856,0.052321
0.568000,0.014879,0.032535,0.010407,0.057821
0.570000,0.012846,0.038668,0.012264,0.063777
0.572000,0.010823,0.044610,0.014246,0.069680
0.574000,0.008857,0.049991,0.016155,0.075003
0.576000,0.006996,0.054464,0.017795,0.079255
0.578000,0.005300,0.057755,0.018994,0.082049
0.580000,0.003841,0.059672,0.019637,0.083150
0.582000,0.002708,0.060173,0.019691,0.082572
0.584000,0.001988,0.059359,0.019197,0.080544
0.586000,0.001773,0.057436,0.018250,0.077459
0.588000,0.002138,0.054670,0.016992,0.073800
0.590000,0.003145,0.051338,0.015565,0.070048
0.592000,0.004813,0.047681,0.014095,0.066589
0.594000,0.007122,0.043910,0.012693,0.063725
0.596000,0.010004,0.040205,0.011444,0.061653
0.598000,0.013347,0.036716,0.010407,0.060469
0.600000,0.017007,0.033571,0.009625,0.060203
0.602000,0.020815,0.030892,0.009121,0.060829
0.604000,0.024602,0.028777,0.008905,0.062283
0.606000,0.028216,0.027297,0.008979,0.064492
0.608000,0.031529,0.026504,0.009344,0.067377
0.610000,0.034443,0.026404,0.009993,0.070839
0.612000,0.036895,0.026976,0.010913,0.074783
0.614000,0.038840,0.028157,0.012100,0.079097
0.616000,0.040254,0.029851,0.013549,0.083655
0.618000,0.041120,0.031942,0.015254,0.088317
0.620000,0.041426,0.034291,0.017204,0.092921
0.622000,0.041161,0.036744,0.019374,0.097279
0.624000,0.040313,0.039125,0.021723,0.101161
0.626000,0.038881,0.041254,0.024188,0.104322
0.628000,0.036881,0.042982,0.026683,0.106546
0.630000,0.034359,0.044171,0.029090,0.107620
0.632000,0.031386,0.044724,0.031285,0.107395
0.634000,0.028087,0.044588,0.033138,0.105813
0.636000,0.024621,0.043782,0.034524,0.102927
0.638000,0.021179,0.042392,0.035339,0.098910
0.640000,0.017960,0.040548,0.035501,0.094009
0.642000,0.015163,0.038405,0.034957,0.088524
0.644000,0.012977,0.036126,0.033680,0.082783
0.646000,0.011565,0.033851,0.031668,0.077084
0.648000,0.011061,0.031678,0.028963,0.071703
0.650000,0.011562,0.029658,0.025652,0.066872
0.652000,0.013109,0.027785,0.021870,0.062764
0.654000,0.015717,0.026060,0.017825,0.059602
0.656000,0.019339,0.024503,0.013778,0.057620
0.658000,0.023866,0.023156,0.010032,0.057054
0.660000,0.029099,0.022080,0.006893,0.058072
0.662000,0.034778,0.021330,0.004626,0.060734
0.664000,0.040600,0.020939,0.003427,0.064967
0.666000,0.046228,0.020916,0.003404,0.070548
0.668000,0.051339,0.021218,0.004568,0.077125
0.670000,0.055648,0.021777,0.006840,0.084265
0.672000,0.058927,0.022498,0.010065,0.091489
0.674000,0.061075,0.023268,0.014046,0.098390
0.676000,0.062045,0.023973,0.018545,0.104563
0.678000,0.061901,0.024521,0.023319,0.109740
0.680000,0.060754,0.024832,0.028126,0.113712
0.682000,0.058790,0.024854,0.032742,0.116386
0.684000,0.056210,0.024567,0.036940,0.117717
0.686000,0.053207,0.023972,0.040512,0.117692
0.688000,0.049950,0.023094,0.043270,0.116314
0.690000,0.046567,0.021968,0.045045,0.113580
0.692000,0.043148,0.020636,0.045720,0.109504
0.694000,0.039768,0.019144,0.045246,0.104158
0.696000,0.036503,0.017541,0.043650,0.097694
0.698000,0.033411,0.015881,0.041019,0.090312
0.700000,0.030585,0.014220,0.037536,0.082341
0.702000,0.028134,0.012621,0.033435,0.074190
0.704000,0.026144,0.011147,0.028982,0.066273
0.706000,0.024692,0.009859,0.024439,0.058991
0.708000,0.023802,0.008812,0.020057,0.052672
0.710000,0.023463,0.008041,0.016066,0.047570
0.712000,0.023608,0.007571,0.012671,0.043850
0.714000,0.024143,0.007400,0.010060,0.041603
0.716000,0.024945,0.007507,0.008414,0.040867
0.718000,0.025897,0.007852,0.007907,0.041656
0.720000,0.026898,0.008381,0.008698,0.043977
0.722000,0.027867,0.009040,0.010919,0.047825
0.724000,0.028743,0.009775,0.014639,0.053157
0.726000,0.029495,0.010539,0.019851,0.059885
0.728000,0.030083,0.011295,0.026424,0.067803
0.730000,0.030469,0.012025,0.034100,0.076594
0.732000,0.030601,0.012719,0.042544,0.085864
0.734000,0.030433,0.013379,0.051355,0.095168
0.736000,0.029930,0.014007,0.060108,0.104045
0.738000,0.029096,0.014605,0.068393,0.112094
0.740000,0.027963,0.015166,0.075885,0.119014
0.742000,0.026597,0.015668,0.082313,0.124578
0.744000,0.025082,0.016072,0.087473,0.128627
0.746000,0.023504,0.016335,0.091172,0.131010
0.748000,0.021925,0.016409,0.093260,0.131594
0.750000,0.020383,0.016246,0.093605,0.130234
0.752000,0.018891,0.015818,0.092142,0.126850
0.754000,0.017432,0.015108,0.088854,0.121394
0.756000,0.015983,0.014133,0.083822,0.113938
0.758000,0.014522,0.012934,0.077237,0.104693
0.760000,0.013048,0.011577,0.069423,0.094049
0.762000,0.011598,0.010146,0.060821,0.082565
0.764000,0.010246,0.008730,0.051962,0.070938
0.766000,0.009100,0.007416,0.043427,0.059944
0.768000,0.008295,0.006271,0.035791,0.050358
0.770000,0.007973,0.005340,0.029584,0.042897
0.772000,0.008271,0.004636,0.025244,0.038151
0.774000,0.009294,0.004155,0.023087,0.036536
0.776000,0.011084,0.003869,0.023256,0.038209
0.778000,0.013611,0.003737,0.025717,0.043065
0.780000,0.016771,0.003721,0.030276,0.050769
0.782000,0.020380,0.003793,0.036563,0.060736
0.784000,0.024197,0.003929,0.044078,0.072204
0.786000,0.027954,0.004122,0.052306,0.084382
0.788000,0.031393,0.004379,0.060700,0.096472
0.790000,0.034276,0.004708,0.068779,0.107763
0.792000,0.036466,0.005128,0.076170,0.117764
0.794000,0.037909,0.005647,0.082424,0.125980
0.796000,0.038558,0.006268,0.087307,0.132133
0.798000,0.038440,0.006984,0.090773,0.136197
0.800000,0.037626,0.007774,0.092694,0.138094
0.802000,0.036187,0.008619,0.093072,0.137878
0.804000,0.034212,0.009490,0.091964,0.135667
0.806000,0.031790,0.010355,0.089472,0.131617
0.808000,0.029010,0.011179,0.085731,0.125921
0.810000,0.025960,0.011927,0.080909,0.118796
0.812000,0.022724,0.012563,0.075218,0.110505
0.814000,0.019400,0.013057,0.068919,0.101376
0.816000,0.016090,0.013383,0.062273,0.091746
0.818000,0.012897,0.013521,0.055545,0.081963
0.820000,0.009931,0.013458,0.049020,0.072409
0.822000,0.007306,0.013188,0.042976,0.063470
0.824000,0.005128,0.012721,0.037666,0.055514
0.826000,0.003490,0.012074,0.033293,0.048858
0.828000,0.002469,0.011285,0.029999,0.043754
0.830000,0.002113,0.010398,0.027882,0.040394
0.832000,0.002439,0.009473,0.026954,0.038866
0.834000,0.003429,0.008576,0.027192,0.039197
0.836000,0.005032,0.007777,0.028504,0.041313
0.838000,0.007155,0.007137,0.030747,0.045039
0.840000,0.009680,0.006709,0.033733,0.050123
0.842000,0.012456,0.006530,0.037217,0.056203
0.844000,0.015308,0.006623,0.040915,0.062846
0.846000,0.018067,0.006994,0.044560,0.069621
0.848000,0.020580,0.007622,0.047895,0.076096
0.850000,0.022719,0.008469,0.050700,0.081887
0.852000,0.024390,0.009484,0.052816,0.086690
0.854000,0.025547,0.010608,0.054135,0.090290
0.856000,0.026190,0.011790,0.054655,0.092635
0.858000,0.026354,0.012992,0.054422,0.093768
0.860000,0.026104,0.014200,0.053554,0.093858
0.862000,0.025525,0.015426,0.052213,0.093164
0.864000,0.024693,0.016695,0.050560,0.091948
0.866000,0.023684,0.018046,0.048746,0.090477
0.868000,0.022567,0.019525,0.046910,0.089002
0.870000,0.021411,0.021160,0.045155,0.087727
0.872000,0.020289,0.022957,0.043557,0.086803
0.874000,0.019283,0.024893,0.042169,0.086345
0.876000,0.018494,0.026901,0.041030,0.086425
0.878000,0.018033,0.028869,0.040195,0.087096
0.880000,0.018028,0.030652,0.039726,0.088407
0.882000,0.018611,0.032094,0.039703,0.090409
0.884000,0.019901,0.033046,0.040212,0.093158
0.886000,0.021992,0.033387,0.041336,0.096714
0.888000,0.024912,0.033051,0.043095,0.101059
0.890000,0.028630,0.032053,0.045395,0.106078
0.892000,0.032984,0.030450,0.048070,0.111504
0.894000,0.037734,0.028372,0.050883,0.116990
0.896000,0.042585,0.025989,0.053484,0.122058
0.898000,0.047207,0.023499,0.055500,0.126206
0.900000,0.051305,0.021110,0.056622,0.129037
0.902000,0.054648,0.019004,0.056616,0.130268
0.904000,0.057076,0.017309,0.055356,0.129741
0.906000,0.058510,0.016095,0.052839,0.127444
0.908000,0.058928,0.015382,0.049168,0.123478
0.910000,0.058368,0.015158,0.044554,0.118079
0.912000,0.056914,0.015410,0.039286,0.111610
0.914000,0.054711,0.016117,0.033708,0.104536
0.916000,0.051942,0.017261,0.028208,0.097411
0.918000,0.048768,0.018809,0.023118,0.090695
0.920000,0.045337,0.020688,0.018738,0.084763
0.922000,0.041765,0.022802,0.015295,0.079863
0.924000,0.038120,0.025009,0.012946,0.076076
0.926000,0.034442,0.027149,0.011779,0.073370
0.928000,0.030772,0.029053,0.011826,0.071651
0.930000,0.027170,0.030559,0.013059,0.070788
0.932000,0.023730,0.031528,0.015392,0.070650
0.934000,0.020584,0.031866,0.018690,0.071141
0.936000,0.017887,0.031526,0.022767,0.072181
0.938000,0.015796,0.030507,0.027404,0.073708
0.940000,0.014454,0.028868,0.032319,0.075641
0.942000,0.013952,0.026700,0.037260,0.077913
0.944000,0.014329,0.024132,0.041982,0.080443
0.946000,0.015559,0.021301,0.046254,0.083114
0.948000,0.017555,0.018361,0.049867,0.085784
0.950000,0.020179,0.015449,0.052657,0.088285
0.952000,0.023258,0.012689,0.054487,0.090434
0.954000,0.026609,0.010186,0.055270,0.092065
0.956000,0.030053,0.008027,0.054969,0.093049
0.958000,0.033444,0.006282,0.053594,0.093320
0.960000,0.036664,0.005009,0.051221,0.092894
0.962000,0.039641,0.004251,0.047969,0.091861
0.964000,0.042338,0.004035,0.044016,0.090389
0.966000,0.044734,0.004375,0.039567,0.088677
0.968000,0.046820,0.005266,0.034857,0.086943
0.970000,0.048572,0.006683,0.030126,0.085381
0.972000,0.049952,0.008584,0.025616,0.084153
0.974000,0.050900,0.010909,0.021562,0.083371
0.976000,0.051339,0.013578,0.018180,0.083097
0.978000,0.051188,0.016487,0.015658,0.083333
0.980000,0.050364,0.019515,0.014138,0.084017
0.982000,0.048808,0.022503,0.013707,0.085018
0.984000,0.046492,0.025282,0.014373,0.086147
0.986000,0.043423,0.027666,0.016060,0.087148
0.988000,0.039663,0.029482,0.018634,0.087779
0.990000,0.035321,0.030590,0.021894,0.087804
0.992000,0.030552,0.030918,0.025602,0.087072
0.994000,0.025564,0.030479,0.029526,0.085570
0.996000,0.020611,0.029366,0.033465,0.083442
0.998000,0.015984,0.027729,0.037241,0.080954
1.000000,0.011986,0.025755,0.040696,0.078436
1.002000,0.008904,0.023630,0.043681,0.076216
1.004000,0.006981,0.021522,0.046073,0.074576
1.006000,0.006389,0.019560,0.047772,0.073722
1.008000,0.007212,0.017835,0.048710,0.073756
1.010000,0.009439,0.016408,0.048854,0.074700
1.012000,0.012965,0.015322,0.048244,0.076532
1.014000,0.017620,0.014606,0.047006,0.079232
1.016000,0.023181,0.014296,0.045341,0.082819
1.018000,0.029425,0.014439,0.043504,0.087368
1.020000,0.036091,0.015079,0.041758,0.092928
1.022000,0.042949,0.016252,0.040349,0.099550
1.024000,0.049767,0.017979,0.039459,0.107206
1.026000,0.056323,0.020249,0.039180,0.115752
1.028000,0.062391,0.022998,0.039510,0.124898
1.030000,0.067771,0.026133,0.040362,0.134266
1.032000,0.072279,0.029526,0.041581,0.143386
1.034000,0.075770,0.033011,0.042965,0.151746
1.036000,0.078127,0.036398,0.044301,0.158825
1.038000,0.079265,0.039493,0.045387,0.164145
1.040000,0.079154,0.042097,0.046053,0.167303
1.042000,0.077792,0.044034,0.046167,0.167994
1.044000,0.075221,0.045162,0.045657,0.166040
1.046000,0.071517,0.045393,0.044501,0.161410
1.048000,0.066787,0.044703,0.042731,0.154221
1.050000,0.061174,0.043123,0.040420,0.144717
1.052000,0.054860,0.040741,0.037670,0.133272
1.054000,0.048038,0.037681,0.034590,0.120309
1.056000,0.040914,0.034096,0.031292,0.106302
1.058000,0.033733,0.030157,0.027892,0.091781
1.060000,0.026759,0.026050,0.024506,0.077315
1.062000,0.020263,0.021958,0.021245,0.063466
1.064000,0.014535,0.018068,0.018225,0.050828
1.066000,0.009852,0.014566,0.015560,0.039978
1.068000,0.006474,0.011621,0.013375,0.031470
1.070000,0.004631,0.009390,0.011782,0.025804
1.072000,0.004503,0.008002,0.010874,0.023379
1.074000,0.006183,0.007552,0.010719,0.024454
1.076000,0.009674,0.008067,0.011332,0.029073
1.078000,0.014880,0.009516,0.012675,0.037071
1.080000,0.021586,0.011790,0.014648,0.048025
1.082000,0.029487,0.014712,0.017105,0.061305
1.084000,0.038231,0.018058,0.019862,0.076151
1.086000,0.047405,0.021567,0.022729,0.091700
1.088000,0.056590,0.024978,0.025516,0.107085
1.090000,0.065362,0.028051,0.028043,0.121456
1.092000,0.073366,0.030587,0.030168,0.134121
1.094000,0.080285,0.032451,0.031801,0.144537
1.096000,0.085856,0.033574,0.032893,0.152323
1.098000,0.089868,0.033946,0.033430,0.157244
1.100000,0.092157,0.033613,0.033429,0.159199
1.102000,0.092626,0.032661,0.032928,0.158215
1.104000,0.091215,0.031195,0.031974,0.154384
1.106000,0.087913,0.029332,0.030618,0.147863
1.108000,0.082756,0.027180,0.028914,0.138850
1.110000,0.075859,0.024832,0.026916,0.127608
