Temperature (K),Energy (eV)
355.000000,-98.321166
325.000000,-98.318812
318.000000,-98.319563
333.000000,-98.319734
364.000000,-98.320835
398.000000,-98.322398
425.000000,-98.323810
433.000000,-98.323993
418.000000,-98.323613
380.000000,-98.321741
326.000000,-98.319720
268.000000,-98.317682
213.000000,-98.315701
170.000000,-98.313795
145.000000,-98.312171
140.000000,-98.311564
157.000000,-98.311297
194.000000,-98.311928
247.000000,-98.313648
309.000000,-98.315571
372.000000,-98.317877
424.000000,-98.319784
454.000000,-98.321850
455.000000,-98.323376
426.000000,-98.322780
371.000000,-98.321463
304.000000,-98.319922
236.000000,-98.317079
180.000000,-98.315038
144.000000,-98.314098
133.000000,-98.313580
148.000000,-98.313859
183.000000,-98.314979
231.000000,-98.316478
282.000000,-98.318114
325.000000,-98.319067
351.000000,-98.319238
356.000000,-98.318372
340.000000,-98.316376
306.000000,-98.315329
264.000000,-98.312637
221.000000,-98.309489
185.000000,-98.307245
161.000000,-98.306553
154.000000,-98.306197
167.000000,-98.306518
197.000000,-98.307529
243.000000,-98.309811
299.000000,-98.311438
356.000000,-98.313269
403.000000,-98.315596
430.000000,-98.317035
429.000000,-98.316856
400.000000,-98.315911
348.000000,-98.312600
286.000000,-98.309016
230.000000,-98.306102
195.000000,-98.304182
192.000000,-98.303899
224.000000,-98.304420
289.000000,-98.306382
372.000000,-98.308514
457.000000,-98.311144
521.000000,-98.312252
550.000000,-98.311887
539.000000,-98.310314
493.000000,-98.307520
426.000000,-98.303847
352.000000,-98.300638
287.000000,-98.297969
239.000000,-98.296262
214.000000,-98.295324
211.000000,-98.294964
229.000000,-98.294696
263.000000,-98.295836
305.000000,-98.297254
346.000000,-98.298867
377.000000,-98.300243
390.000000,-98.301369
382.000000,-98.302378
355.000000,-98.302332
315.000000,-98.301600
272.000000,-98.300450
234.000000,-98.299440
210.000000,-98.298445
203.000000,-98.297743
213.000000,-98.298054
236.000000,-98.298718
267.000000,-98.299104
298.000000,-98.300319
322.000000,-98.300652
331.000000,-98.300779
325.000000,-98.300768
302.000000,-98.299532
268.000000,-98.297795
227.000000,-98.295391
186.000000,-98.294125
151.000000,-98.292585
126.000000,-98.291329
116.000000,-98.290419
122.000000,-98.290484
145.000000,-98.291124
184.000000,-98.291715
236.000000,-98.293620
295.000000,-98.295514
353.000000,-98.296845
402.000000,-98.298110
432.000000,-98.299070
437.000000,-98.300018
417.000000,-98.298404
378.000000,-98.295542
329.000000,-98.293306
284.000000,-98.291326
254.000000,-98.289835
246.000000,-98.289209
264.000000,-98.289274
305.000000,-98.290650
360.000000,-98.292278
415.000000,-98.293900
458.000000,-98.294476
476.000000,-98.295095
464.000000,-98.293727
426.000000,-98.291046
371.000000,-98.287368
309.000000,-98.284217
253.000000,-98.281791
212.000000,-98.280101
190.000000,-98.279267
190.000000,-98.278883
212.000000,-98.278915
254.000000,-98.279936
309.000000,-98.281109
369.000000,-98.282869
422.000000,-98.284847
459.000000,-98.287164
469.000000,-98.288445
451.000000,-98.288709
408.000000,-98.288457
350.000000,-98.286558
288.000000,-98.285634
236.000000,-98.285256
201.000000,-98.283598
186.000000,-98.282852
192.000000,-98.282795
215.000000,-98.283688
246.000000,-98.284914
279.000000,-98.285698
304.000000,-98.286373
317.000000,-98.286699
316.000000,-98.287056
301.000000,-98.284942
278.000000,-98.284260
251.000000,-98.282464
226.000000,-98.281274
209.000000,-98.279719
202.000000,-98.278482
208.000000,-98.277708
225.000000,-98.277947
250.000000,-98.279209
280.000000,-98.280052
307.000000,-98.281256
325.000000,-98.281921
330.000000,-98.281758
318.000000,-98.280949
292.000000,-98.280710
259.000000,-98.280230
225.000000,-98.278884
199.000000,-98.277428
188.000000,-98.277300
196.000000,-98.277465
223.000000,-98.277854
268.000000,-98.279420
324.000000,-98.280344
381.000000,-98.280887
429.000000,-98.281004
456.000000,-98.280179
456.000000,-98.278463
427.000000,-98.277701
377.000000,-98.276783
318.000000,-98.275510
260.000000,-98.272563
215.000000,-98.271016
190.000000,-98.269908
191.000000,-98.269433
219.000000,-98.269460
272.000000,-98.271169
345.000000,-98.273244
424.000000,-98.276241
496.000000,-98.278395
540.000000,-98.282102
545.000000,-98.283381
506.000000,-98.283261
432.000000,-98.281812
340.000000,-98.278266
254.000000,-98.275287
192.000000,-98.272939
167.000000,-98.271907
182.000000,-98.272312
231.000000,-98.273810
300.000000,-98.276784
371.000000,-98.280591
427.000000,-98.283369
455.000000,-98.283908
449.000000,-98.283054
413.000000,-98.282019
356.000000,-98.279191
291.000000,-98.275999
228.000000,-98.273535
176.000000,-98.272282
140.000000,-98.271196
123.000000,-98.269970
123.000000,-98.269591
140.000000,-98.270078
168.000000,-98.271107
205.000000,-98.272461
244.000000,-98.273717
280.000000,-98.275190
306.000000,-98.276006
319.000000,-98.276585
315.000000,-98.277372
298.000000,-98.276897
271.000000,-98.275542
240.000000,-98.274488
211.000000,-98.273421
192.000000,-98.272004
187.000000,-98.271273
199.000000,-98.271369
226.000000,-98.271958
265.000000,-98.273235
310.000000,-98.273733
351.000000,-98.274688
381.000000,-98.274528
392.000000,-98.273142
385.000000,-98.271454
362.000000,-98.269341
329.000000,-98.266845
296.000000,-98.264790
270.000000,-98.262872
257.000000,-98.261349
261.000000,-98.260531
282.000000,-98.260576
319.000000,-98.260550
364.000000,-98.262072
408.000000,-98.263575
443.000000,-98.264396
460.000000,-98.264214
454.000000,-98.263219
427.000000,-98.261088
385.000000,-98.259093
340.000000,-98.256565
301.000000,-98.254038
278.000000,-98.252142
275.000000,-98.251507
293.000000,-98.252422
325.000000,-98.252947
365.000000,-98.255515
402.000000,-98.257780
425.000000,-98.258216
429.000000,-98.258186
410.000000,-98.257519
372.000000,-98.256163
322.000000,-98.255436
270.000000,-98.253293
222.000000,-98.250270
185.000000,-98.248083
162.000000,-98.246695
155.000000,-98.245802
164.000000,-98.245424
187.000000,-98.245971
220.000000,-98.246718
259.000000,-98.248133
296.000000,-98.249550
326.000000,-98.250208
341.000000,-98.251170
338.000000,-98.252237
318.000000,-98.251769
284.000000,-98.250508
244.000000,-98.248434
207.000000,-98.246494
182.000000,-98.245557
174.000000,-98.245059
186.000000,-98.245192
216.000000,-98.245646
258.000000,-98.246773
304.000000,-98.247292
343.000000,-98.248015
367.000000,-98.248154
371.000000,-98.248446
353.000000,-98.246992
318.000000,-98.244130
271.000000,-98.241950
221.000000,-98.239391
175.000000,-98.237211
141.000000,-98.235383
122.000000,-98.234432
125.000000,-98.234844
150.000000,-98.235470
199.000000,-98.236441
269.000000,-98.237963
354.000000,-98.239611
443.000000,-98.242577
520.000000,-98.245132
569.000000,-98.246303
577.000000,-98.246191
544.000000,-98.245441
478.000000,-98.241125
399.000000,-98.236568
329.000000,-98.232377
285.000000,-98.229380
275.000000,-98.229048
299.000000,-98.229242
347.000000,-98.230687
401.000000,-98.232514
444.000000,-98.234632
461.000000,-98.235208
447.000000,-98.233458
404.000000,-98.231623
344.000000,-98.228443
277.000000,-98.225331
216.000000,-98.222427
170.000000,-98.220238
143.000000,-98.219165
138.000000,-98.218456
153.000000,-98.218981
185.000000,-98.220097
229.000000,-98.221453
277.000000,-98.223253
323.000000,-98.225442
358.000000,-98.226808
377.000000,-98.227446
378.000000,-98.227242
363.000000,-98.225900
337.000000,-98.224111
306.000000,-98.222313
276.000000,-98.220627
254.000000,-98.218541
242.000000,-98.218418
241.000000,-98.217945
250.000000,-98.218911
264.000000,-98.218198
278.000000,-98.218863
286.000000,-98.219178
286.000000,-98.219322
274.000000,-98.219019
251.000000,-98.217612
221.000000,-98.216243
188.000000,-98.215086
157.000000,-98.213611
134.000000,-98.212223
122.000000,-98.211439
124.000000,-98.210959
142.000000,-98.211049
176.000000,-98.211762
222.000000,-98.213026
278.000000,-98.214987
334.000000,-98.216464
383.000000,-98.218162
414.000000,-98.219179
422.000000,-98.219504
407.000000,-98.219098
372.000000,-98.216661
332.000000,-98.213615
302.000000,-98.210737
295.000000,-98.209017
319.000000,-98.208728
375.000000,-98.210107
451.000000,-98.212017
529.000000,-98.214192
585.000000,-98.215208
601.000000,-98.215368
570.000000,-98.213708
500.000000,-98.210968
406.000000,-98.206443
309.000000,-98.203065
224.000000,-98.200445
164.000000,-98.199486
132.000000,-98.198232
131.000000,-98.198358
157.000000,-98.199098
205.000000,-98.200341
267.000000,-98.202096
335.000000,-98.204792
395.000000,-98.208459
438.000000,-98.211638
455.000000,-98.213333
443.000000,-98.213179
408.000000,-98.212042
357.000000,-98.210539
303.000000,-98.208105
256.000000,-98.205760
223.000000,-98.203928
207.000000,-98.203524
208.000000,-98.203185
221.000000,-98.203787
239.000000,-98.204145
257.000000,-98.203939
267.000000,-98.203361
267.000000,-98.203261
254.000000,-98.202348
231.000000,-98.200273
202.000000,-98.198070
171.000000,-98.197142
145.000000,-98.196343
128.000000,-98.195565
122.000000,-98.195820
130.000000,-98.195909
152.000000,-98.196669
186.000000,-98.197729
229.000000,-98.199500
275.000000,-98.201476
320.000000,-98.202900
355.000000,-98.204103
378.000000,-98.204623
386.000000,-98.204426
381.000000,-98.203143
367.000000,-98.202499
349.000000,-98.201291
336.000000,-98.199483
332.000000,-98.198135
340.000000,-98.197557
359.000000,-98.197700
383.000000,-98.198135
404.000000,-98.198297
414.000000,-98.197073
406.000000,-98.195419
379.000000,-98.193462
337.000000,-98.190984
288.000000,-98.189191
240.000000,-98.187615
204.000000,-98.185277
186.000000,-98.184378
189.000000,-98.184153
214.000000,-98.184276
260.000000,-98.185886
322.000000,-98.187559
391.000000,-98.189578
456.000000,-98.191654
505.000000,-98.193062
530.000000,-98.195049
525.000000,-98.196002
494.000000,-98.195009
443.000000,-98.193210
384.000000,-98.191159
329.000000,-98.189854
287.000000,-98.187671
263.000000,-98.186599
257.000000,-98.185705
266.000000,-98.185891
283.000000,-98.186495
300.000000,-98.187484
310.000000,-98.188359
309.000000,-98.187601
295.000000,-98.187296
270.000000,-98.186074
239.000000,-98.184360
207.000000,-98.182698
177.000000,-98.180523
156.000000,-98.179701
144.000000,-98.179262
144.000000,-98.178818
155.000000,-98.178980
175.000000,-98.179814
203.000000,-98.180351
234.000000,-98.180821
264.000000,-98.181998
288.000000,-98.183395
302.000000,-98.183988
303.000000,-98.185073
293.000000,-98.185034
273.000000,-98.183793
250.000000,-98.182290
229.000000,-98.181087
216.000000,-98.180670
216.000000,-98.180719
233.000000,-98.180665
264.000000,-98.180511
306.000000,-98.181538
351.000000,-98.182043
391.000000,-98.182883
416.000000,-98.181759
419.000000,-98.180596
400.000000,-98.177927
363.000000,-98.174704
316.000000,-98.171483
269.000000,-98.168467
234.000000,-98.166367
218.000000,-98.164986
228.000000,-98.164281
263.000000,-98.165204
322.000000,-98.166468
393.000000,-98.168992
464.000000,-98.171301
518.000000,-98.173202
541.000000,-98.174784
526.000000,-98.173640
475.000000,-98.172195
401.000000,-98.169749
321.000000,-98.166288
251.000000,-98.163491
207.000000,-98.162734
194.000000,-98.162323
212.000000,-98.163245
254.000000,-98.164846
308.000000,-98.167148
360.000000,-98.169666
398.000000,-98.171469
413.000000,-98.170781
405.000000,-98.169490
376.000000,-98.167422
334.000000,-98.164619
289.000000,-98.162481
248.000000,-98.160522
218.000000,-98.159346
200.000000,-98.158828
197.000000,-98.158191
208.000000,-98.157961
228.000000,-98.158428
255.000000,-98.158540
283.000000,-98.159227
306.000000,-98.159582
321.000000,-98.160178
323.000000,-98.159553
312.000000,-98.158919
290.000000,-98.160067
260.000000,-98.160003
229.000000,-98.159833
200.000000,-98.159055
178.000000,-98.159188
166.000000,-98.158613
164.000000,-98.158591
172.000000,-98.159463
188.000000,-98.159226
209.000000,-98.159155
231.000000,-98.159419
252.000000,-98.159078
268.000000,-98.158060
278.000000,-98.157788
282.000000,-98.156952
283.000000,-98.155939
282.000000,-98.155204
282.000000,-98.153909
287.000000,-98.152797
297.000000,-98.153148
314.000000,-98.153365
338.000000,-98.153190
366.000000,-98.153195
396.000000,-98.152972
423.000000,-98.152431
444.000000,-98.153475
456.000000,-98.154566
458.000000,-98.154385
450.000000,-98.154871
433.000000,-98.154335
410.000000,-98.154989
384.000000,-98.154385
359.000000,-98.154296
340.000000,-98.154151
331.000000,-98.153611
332.000000,-98.152928
340.000000,-98.153398
352.000000,-98.153770
361.000000,-98.153939
362.000000,-98.154683
353.000000,-98.154411
333.000000,-98.154054
305.000000,-98.152874
272.000000,-98.151602
239.000000,-98.149877
212.000000,-98.148851
195.000000,-98.147496
190.000000,-98.146423
197.000000,-98.145719
216.000000,-98.145392
244.000000,-98.145716
277.000000,-98.145814
309.000000,-98.146680
335.000000,-98.147311
350.000000,-98.147814
351.000000,-98.148406
337.000000,-98.148228
311.000000,-98.147232
279.000000,-98.146342
246.000000,-98.145199
217.000000,-98.144354
198.000000,-98.143499
191.000000,-98.142911
194.000000,-98.143361
207.000000,-98.143327
228.000000,-98.144276
250.000000,-98.145302
270.000000,-98.145500
284.000000,-98.145584
289.000000,-98.145386
284.000000,-98.144492
270.000000,-98.143307
251.000000,-98.141816
229.000000,-98.140320
210.000000,-98.138731
199.000000,-98.137464
199.000000,-98.137087
215.000000,-98.136912
247.000000,-98.137358
295.000000,-98.138365
356.000000,-98.139964
420.000000,-98.141239
478.000000,-98.142630
516.000000,-98.144552
523.000000,-98.145793
498.000000,-98.145404
443.000000,-98.143666
372.000000,-98.142304
300.000000,-98.140173
242.000000,-98.137890
209.000000,-98.135814
207.000000,-98.135071
234.000000,-98.136147
285.000000,-98.137810
347.000000,-98.139501
407.000000,-98.140484
451.000000,-98.141125
470.000000,-98.141542
463.000000,-98.140353
433.000000,-98.137813
389.000000,-98.133715
340.000000,-98.131686
294.000000,-98.130516
259.000000,-98.129169
238.000000,-98.128863
231.000000,-98.128727
237.000000,-98.128590
252.000000,-98.128983
274.000000,-98.129735
295.000000,-98.130728
313.000000,-98.131129
323.000000,-98.131527
323.000000,-98.130966
313.000000,-98.130889
294.000000,-98.129682
271.000000,-98.128506
247.000000,-98.126905
226.000000,-98.125616
210.000000,-98.124712
202.000000,-98.124440
203.000000,-98.124050
210.000000,-98.123775
221.000000,-98.123975
234.000000,-98.124070
245.000000,-98.124380
250.000000,-98.123498
249.000000,-98.122520
242.000000,-98.121211
231.000000,-98.120081
217.000000,-98.118760
205.000000,-98.117614
197.000000,-98.116297
197.000000,-98.116008
207.000000,-98.114982
227.000000,-98.115291
256.000000,-98.115324
292.000000,-98.115715
332.000000,-98.115940
370.000000,-98.115800
401.000000,-98.115676
422.000000,-98.114337
430.000000,-98.113422
426.000000,-98.112257
414.000000,-98.111014
398.000000,-98.109536
384.000000,-98.107387
372.000000,-98.105859
365.000000,-98.106157
364.000000,-98.105357
366.000000,-98.104452
370.000000,-98.104238
372.000000,-98.104877
371.000000,-98.105005
364.000000,-98.105159
352.000000,-98.104287
335.000000,-98.103248
314.000000,-98.102632
294.000000,-98.101962
277.000000,-98.101063
265.000000,-98.099702
262.000000,-98.098608
266.000000,-98.098011
279.000000,-98.097226
300.000000,-98.096592
326.000000,-98.096668
353.000000,-98.096962
378.000000,-98.097676
394.000000,-98.098188
399.000000,-98.098594
388.000000,-98.098484
363.000000,-98.097922
326.000000,-98.096802
281.000000,-98.096102
237.000000,-98.094225
198.000000,-98.092471
170.000000,-98.091101
154.000000,-98.090528
152.000000,-98.090406
161.000000,-98.090587
178.000000,-98.091001
199.000000,-98.091498
220.000000,-98.092048
239.000000,-98.092291
253.000000,-98.091991
262.000000,-98.092335
267.000000,-98.091598
269.000000,-98.091102
269.000000,-98.089601
270.000000,-98.088083
272.000000,-98.087224
278.000000,-98.086449
286.000000,-98.086198
297.000000,-98.086462
311.000000,-98.086071
324.000000,-98.085347
335.000000,-98.085343
342.000000,-98.084216
343.000000,-98.084151
336.000000,-98.084257
324.000000,-98.083962
306.000000,-98.083733
285.000000,-98.083096
266.000000,-98.083323
251.000000,-98.082169
243.000000,-98.081283
245.000000,-98.080193
258.000000,-98.079798
282.000000,-98.079616
314.000000,-98.079889
349.000000,-98.079761
383.000000,-98.080432
411.000000,-98.080479
429.000000,-98.081329
437.000000,-98.082094
434.000000,-98.081882
424.000000,-98.081010
408.000000,-98.080029
391.000000,-98.079456
373.000000,-98.078151
356.000000,-98.077828
342.000000,-98.077252
330.000000,-98.077752
322.000000,-98.076982
315.000000,-98.076277
310.000000,-98.076003
304.000000,-98.075774
298.000000,-98.075101
291.000000,-98.074557
283.000000,-98.074754
274.000000,-98.074723
266.000000,-98.074853
258.000000,-98.074643
254.000000,-98.074937
253.000000,-98.075175
256.000000,-98.075203
262.000000,-98.074800
270.000000,-98.075161
277.000000,-98.075124
282.000000,-98.074937
282.000000,-98.074107
276.000000,-98.073176
265.000000,-98.072496
249.000000,-98.070821
230.000000,-98.069889
212.000000,-98.068868
196.000000,-98.067803
185.000000,-98.066432
181.000000,-98.065764
186.000000,-98.065099
199.000000,-98.064972
221.000000,-98.065478
249.000000,-98.065696
280.000000,-98.066259
312.000000,-98.066604
339.000000,-98.068083
358.000000,-98.068532
366.000000,-98.069317
361.000000,-98.069815
347.000000,-98.068567
325.000000,-98.065828
302.000000,-98.064778
282.000000,-98.063850
273.000000,-98.062713
276.000000,-98.061397
292.000000,-98.060654
320.000000,-98.060938
353.000000,-98.061913
386.000000,-98.062356
410.000000,-98.062775
421.000000,-98.063236
415.000000,-98.064198
395.000000,-98.063120
367.000000,-98.062295
334.000000,-98.061617
304.000000,-98.061225
281.000000,-98.059718
267.000000,-98.058994
265.000000,-98.058695
275.000000,-98.059055
296.000000,-98.058992
324.000000,-98.059768
354.000000,-98.060901
382.000000,-98.062451
400.000000,-98.063998
404.000000,-98.064146
390.000000,-98.063683
361.000000,-98.062131
321.000000,-98.060108
277.000000,-98.058113
238.000000,-98.056782
211.000000,-98.055357
200.000000,-98.054404
206.000000,-98.054741
229.000000,-98.055141
261.000000,-98.056171
297.000000,-98.056751
329.000000,-98.057978
352.000000,-98.058377
361.000000,-98.059009
356.000000,-98.058592
340.000000,-98.056743
317.000000,-98.055416
290.000000,-98.053987
265.000000,-98.052774
244.000000,-98.052637
230.000000,-98.052313
223.000000,-98.051850
221.000000,-98.052023
223.000000,-98.052695
227.000000,-98.053416
231.000000,-98.053428
231.000000,-98.054265
228.000000,-98.053939
220.000000,-98.053668
210.000000,-98.053246
199.000000,-98.052571
192.000000,-98.052747
193.000000,-98.052395
204.000000,-98.051773
228.000000,-98.052194
265.000000,-98.052137
311.000000,-98.052310
361.000000,-98.052706
407.000000,-98.052650
441.000000,-98.052742
456.000000,-98.051760
449.000000,-98.050731
423.000000,-98.048685
383.000000,-98.046274
338.000000,-98.044411
298.000000,-98.041944
269.000000,-98.040438
255.000000,-98.039192
259.000000,-98.039629
280.000000,-98.040035
312.000000,-98.040537
350.000000,-98.041437
385.000000,-98.042316
410.000000,-98.043049
420.000000,-98.042889
413.000000,-98.042199
392.000000,-98.041128
364.000000,-98.039602
336.000000,-98.038110
316.000000,-98.036518
308.000000,-98.035356
311.000000,-98.035621
324.000000,-98.035411
343.000000,-98.036256
362.000000,-98.037403
374.000000,-98.037641
376.000000,-98.037450
366.000000,-98.036974
345.000000,-98.035942
314.000000,-98.035019
278.000000,-98.033647
241.000000,-98.032272
207.000000,-98.030985
178.000000,-98.030076
158.000000,-98.029253
148.000000,-98.028015
148.000000,-98.027495
159.000000,-98.027540
182.000000,-98.027687
213.000000,-98.027996
250.000000,-98.028543
288.000000,-98.029138
322.000000,-98.030319
346.000000,-98.031260
355.000000,-98.031077
346.000000,-98.031011
322.000000,-98.030007
287.000000,-98.028139
248.000000,-98.026394
212.000000,-98.024898
187.000000,-98.023712
176.000000,-98.022915
182.000000,-98.023098
203.000000,-98.023127
236.000000,-98.023942
275.000000,-98.024204
313.000000,-98.024790
343.000000,-98.024465
362.000000,-98.023544
368.000000,-98.022380
362.000000,-98.020417
347.000000,-98.019244
330.000000,-98.017180
314.000000,-98.015503
305.000000,-98.014038
305.000000,-98.012438
315.000000,-98.012205
334.000000,-98.012915
358.000000,-98.013976
381.000000,-98.014356
399.000000,-98.014750
406.000000,-98.014970
400.000000,-98.014148
383.000000,-98.013804
359.000000,-98.012241
334.000000,-98.011340
314.000000,-98.009906
304.000000,-98.008594
305.000000,-98.008013
316.000000,-98.008015
334.000000,-98.008353
353.000000,-98.007854
369.000000,-98.007668
378.000000,-98.008135
376.000000,-98.007290
363.000000,-98.006268
342.000000,-98.005726
317.000000,-98.003565
291.000000,-98.002486
268.000000,-98.001455
252.000000,-98.000067
244.000000,-97.999227
243.000000,-97.998790
247.000000,-97.998650
256.000000,-97.998730
265.000000,-97.998850
271.000000,-97.999448
273.000000,-97.999608
269.000000,-97.999511
259.000000,-97.999808
246.000000,-98.000526
231.000000,-98.000384
218.000000,-98.000271
210.000000,-98.000125
209.000000,-97.999599
215.000000,-97.998985
230.000000,-97.999077
251.000000,-97.999532
276.000000,-98.000207
302.000000,-98.000705
323.000000,-98.000898
337.000000,-98.001479
340.000000,-98.000693
330.000000,-97.999490
309.000000,-97.997550
279.000000,-97.995692
246.000000,-97.993522
216.000000,-97.992208
192.000000,-97.991195
180.000000,-97.990409
182.000000,-97.990400
200.000000,-97.990658
234.000000,-97.991737
280.000000,-97.992854
334.000000,-97.994419
387.000000,-97.995235
431.000000,-97.996295
457.000000,-97.996984
460.000000,-97.997405
441.000000,-97.996844
407.000000,-97.996258
367.000000,-97.994798
332.000000,-97.993398
310.000000,-97.992137
303.000000,-97.991666
312.000000,-97.991470
332.000000,-97.991297
357.000000,-97.992022
381.000000,-97.993078
397.000000,-97.992683
402.000000,-97.992449
396.000000,-97.991142
378.000000,-97.989685
352.000000,-97.988821
324.000000,-97.987741
296.000000,-97.987430
273.000000,-97.986862
257.000000,-97.985506
250.000000,-97.984327
251.000000,-97.983621
260.000000,-97.983494
274.000000,-97.983394
290.000000,-97.983908
304.000000,-97.984615
315.000000,-97.984369
319.000000,-97.984696
315.000000,-97.984957
303.000000,-97.985598
285.000000,-97.986806
264.000000,-97.986786
244.000000,-97.986794
226.000000,-97.986604
215.000000,-97.986395
209.000000,-97.986101
211.000000,-97.985595
217.000000,-97.985329
227.000000,-97.984969
238.000000,-97.984952
248.000000,-97.985197
254.000000,-97.985192
256.000000,-97.984662
253.000000,-97.983768
247.000000,-97.983244
240.000000,-97.983006
234.000000,-97.982062
232.000000,-97.980821
236.000000,-97.979903
248.000000,-97.979391
267.000000,-97.978447
294.000000,-97.979247
324.000000,-97.979124
353.000000,-97.979652
376.000000,-97.980547
391.000000,-97.980170
394.000000,-97.979623
386.000000,-97.977685
370.000000,-97.977034
353.000000,-97.974781
340.000000,-97.974336
337.000000,-97.973989
343.000000,-97.973829
357.000000,-97.973254
376.000000,-97.973321
392.000000,-97.973627
403.000000,-97.974024
405.000000,-97.973600
398.000000,-97.972090
380.000000,-97.971247
355.000000,-97.969132
325.000000,-97.968036
296.000000,-97.967694
270.000000,-97.966123
252.000000,-97.965778
243.000000,-97.965076
244.000000,-97.965214
255.000000,-97.965578
272.000000,-97.966046
293.000000,-97.966682
314.000000,-97.967961
331.000000,-97.968214
340.000000,-97.968547
339.000000,-97.968959
329.000000,-97.969507
311.000000,-97.968492
287.000000,-97.967002
262.000000,-97.965521
241.000000,-97.964989
226.000000,-97.964503
220.000000,-97.964371
224.000000,-97.964072
236.000000,-97.964890
253.000000,-97.965035
273.000000,-97.966010
290.000000,-97.966328
301.000000,-97.966315
304.000000,-97.965768
297.000000,-97.964713
282.000000,-97.964097
263.000000,-97.962415
242.000000,-97.961229
225.000000,-97.959833
213.000000,-97.958736
210.000000,-97.958572
217.000000,-97.959184
234.000000,-97.959335
260.000000,-97.959499
289.000000,-97.959585
319.000000,-97.961044
344.000000,-97.961649
358.000000,-97.962032
360.000000,-97.962134
350.000000,-97.962101
