Time (ps),MSD_x (Å²),MSD_y (Å²),MSD_z (Å²),MSD_total (Å²)
0.314000,1.608598,0.362713,0.633468,2.604779
0.316000,1.623745,0.362179,0.600337,2.586261
0.318000,1.638349,0.364803,0.567473,2.570626
0.320000,1.652599,0.370590,0.535484,2.558673
0.322000,1.666776,0.379324,0.504871,2.550971
0.324000,1.681188,0.390689,0.476029,2.547906
0.326000,1.696125,0.404265,0.449263,2.549653
0.328000,1.711932,0.419569,0.424729,2.556231
0.330000,1.728904,0.436105,0.402491,2.567499
0.332000,1.747378,0.453329,0.382475,2.583183
0.334000,1.767589,0.470722,0.364645,2.602956
0.336000,1.789772,0.487842,0.348858,2.626472
0.338000,1.814142,0.504236,0.334930,2.653307
0.340000,1.840738,0.519596,0.322693,2.683026
0.342000,1.869575,0.533675,0.312002,2.715252
0.344000,1.900621,0.546276,0.302751,2.749648
0.346000,1.933772,0.557275,0.294862,2.785908
0.348000,1.968850,0.566634,0.288296,2.823780
0.350000,2.005670,0.574321,0.283061,2.863052
0.352000,2.044034,0.580302,0.279211,2.903546
0.354000,2.083831,0.584606,0.276794,2.945231
0.356000,2.125068,0.587267,0.275839,2.988174
0.358000,2.167715,0.588279,0.276472,3.032467
0.360000,2.211788,0.587637,0.278825,3.078251
0.362000,2.257394,0.585317,0.283031,3.125742
0.364000,2.304747,0.581244,0.289201,3.175192
0.366000,2.354098,0.575387,0.297468,3.226954
0.368000,2.405734,0.567706,0.307981,3.281421
0.370000,2.459904,0.558215,0.320921,3.339040
0.372000,2.516825,0.546957,0.336477,3.400259
0.374000,2.576699,0.534042,0.354832,3.465572
0.376000,2.639689,0.519635,0.376167,3.535491
0.378000,2.705911,0.504005,0.400611,3.610527
0.380000,2.775384,0.487487,0.428239,3.691110
0.382000,2.848120,0.470464,0.458998,3.777582
0.384000,2.924173,0.453409,0.492589,3.870171
0.386000,3.003593,0.436780,0.528644,3.969017
0.388000,3.086373,0.421058,0.566558,4.073989
0.390000,3.172686,0.406601,0.605674,4.184961
0.392000,3.262538,0.393801,0.645012,4.301352
0.394000,3.355916,0.382968,0.683451,4.422335
0.396000,3.452685,0.374283,0.720062,4.547030
0.398000,3.552446,0.367789,0.754000,4.674236
0.400000,3.654366,0.363493,0.784562,4.802422
0.402000,3.756892,0.361356,0.811086,4.929334
0.404000,3.857449,0.361296,0.832889,5.051634
0.406000,3.953054,0.363229,0.849533,5.165816
0.408000,4.040127,0.367072,0.860499,5.267698
0.410000,4.114828,0.372759,0.865297,5.352884
0.412000,4.173703,0.380205,0.863475,5.417383
0.414000,4.214304,0.389325,0.854840,5.458469
0.416000,4.235646,0.399968,0.839546,5.475160
0.418000,4.238450,0.412020,0.818142,5.468612
0.420000,4.224887,0.425267,0.791530,5.441684
0.422000,4.197948,0.439475,0.760835,5.398258
0.424000,4.161103,0.454405,0.727292,5.342800
0.426000,4.117769,0.469773,0.692184,5.279727
0.428000,4.070608,0.485302,0.656448,5.212359
0.430000,4.021770,0.500693,0.620934,5.143397
0.432000,3.972919,0.515658,0.586322,5.074899
0.434000,3.925141,0.529866,0.553061,5.008068
0.436000,3.878959,0.543040,0.521429,4.943427
0.438000,3.834530,0.554925,0.491577,4.881032
0.440000,3.792077,0.565235,0.463735,4.821047
0.442000,3.751538,0.573699,0.437998,4.763235
0.444000,3.712660,0.580142,0.414318,4.707120
0.446000,3.675147,0.584418,0.392717,4.652282
0.448000,3.638740,0.586459,0.373074,4.598273
0.450000,3.603350,0.586222,0.355499,4.545072
0.452000,3.568710,0.583800,0.339869,4.492378
0.454000,3.534594,0.579349,0.326140,4.440083
0.456000,3.500893,0.573135,0.314187,4.388214
0.458000,3.467530,0.565485,0.303917,4.336931
0.460000,3.434457,0.556767,0.295215,4.286440
0.462000,3.401618,0.547460,0.288000,4.237078
0.464000,3.368907,0.538062,0.282194,4.189163
0.466000,3.336331,0.529076,0.277715,4.143122
0.468000,3.303836,0.521025,0.274505,4.099366
0.470000,3.271419,0.514371,0.272519,4.058309
0.472000,3.239037,0.509604,0.271756,4.020397
0.474000,3.206724,0.507130,0.272241,3.986094
0.476000,3.174639,0.507299,0.274025,3.955963
0.478000,3.143027,0.510346,0.277104,3.930477
0.480000,3.112211,0.516367,0.281446,3.910024
0.482000,3.082599,0.525346,0.287031,3.894976
0.484000,3.054711,0.537167,0.293791,3.885669
0.486000,3.029081,0.551620,0.301585,3.882286
0.488000,3.006252,0.568436,0.310187,3.884876
0.490000,2.986591,0.587358,0.319387,3.893336
0.492000,2.970585,0.608176,0.328852,3.907613
0.494000,2.958594,0.630819,0.338253,3.927666
0.496000,2.950845,0.655456,0.347318,3.953620
0.498000,2.947651,0.682347,0.355785,3.985782
0.500000,2.949248,0.711907,0.363470,4.024624
0.502000,2.955684,0.744526,0.370303,4.070513
0.504000,2.967009,0.780639,0.376335,4.123982
0.506000,2.983168,0.820429,0.381711,4.185307
0.508000,3.003983,0.863918,0.386670,4.254571
0.510000,3.029350,0.910925,0.391519,4.331794
0.512000,3.059014,0.961076,0.396560,4.416650
0.514000,3.092916,1.013976,0.402107,4.508998
0.516000,3.130810,1.068736,0.408575,4.608121
0.518000,3.172525,1.124418,0.416328,4.713272
0.520000,3.217984,1.180167,0.425766,4.823917
0.522000,3.267018,1.234863,0.437271,4.939153
0.524000,3.319827,1.287544,0.451290,5.058661
0.526000,3.376160,1.337068,0.468182,5.181410
0.528000,3.436038,1.382444,0.488356,5.306839
0.530000,3.499129,1.422645,0.512156,5.433929
0.532000,3.564930,1.456874,0.539816,5.561621
0.534000,3.632906,1.484285,0.571562,5.688753
0.536000,3.702229,1.504195,0.607474,5.813899
0.538000,3.771996,1.516027,0.647529,5.935552
0.540000,3.841163,1.519491,0.691615,6.052269
0.542000,3.907920,1.514424,0.739135,6.161479
0.544000,3.970554,1.501102,0.789370,6.261026
0.546000,4.027279,1.480077,0.841432,6.348788
0.548000,4.075870,1.452276,0.894047,6.422193
0.550000,4.114150,1.418952,0.945695,6.478797
0.552000,4.139988,1.381628,0.994628,6.516244
0.554000,4.151889,1.341911,1.039345,6.533145
0.556000,4.148937,1.301429,1.078525,6.528890
0.558000,4.131068,1.261652,1.111260,6.503980
0.560000,4.098972,1.223940,1.136901,6.459813
0.562000,4.054521,1.189137,1.155459,6.399117
0.564000,4.000212,1.157970,1.167175,6.325356
0.566000,3.938865,1.130802,1.172442,6.242108
0.568000,3.873134,1.107545,1.171889,6.152568
0.570000,3.805574,1.088129,1.166049,6.059752
0.572000,3.738509,1.072299,1.155487,5.966295
0.574000,3.673585,1.059580,1.140852,5.874017
0.576000,3.612116,1.049517,1.122787,5.784420
0.578000,3.555103,1.041630,1.101971,5.698704
0.580000,3.503375,1.035406,1.079116,5.617896
0.582000,3.457055,1.030427,1.054767,5.542248
0.584000,3.416810,1.026140,1.029443,5.472393
0.586000,3.382688,1.022078,1.003540,5.408306
0.588000,3.354967,1.017742,0.977326,5.350035
0.590000,3.333801,1.012685,0.950954,5.297440
0.592000,3.319254,1.006514,0.924524,5.250293
0.594000,3.311521,0.998812,0.898073,5.208407
0.596000,3.310712,0.989261,0.871619,5.171592
0.598000,3.316943,0.977659,0.845170,5.139772
0.600000,3.330257,0.963984,0.818770,5.113010
0.602000,3.350717,0.948290,0.792511,5.091519
0.604000,3.378304,0.930771,0.766403,5.075478
0.606000,3.412966,0.911800,0.740692,5.065458
0.608000,3.454534,0.891765,0.715580,5.061879
0.610000,3.502766,0.871104,0.691337,5.065207
0.612000,3.557208,0.850329,0.668271,5.075807
0.614000,3.617133,0.830041,0.646760,5.093934
0.616000,3.681774,0.810790,0.627309,5.119873
0.618000,3.750037,0.793174,0.610465,5.153675
0.620000,3.820705,0.777774,0.596897,5.195377
0.622000,3.892458,0.765227,0.587308,5.244993
0.624000,3.963906,0.756143,0.582390,5.302440
0.626000,4.034025,0.751033,0.582703,5.367762
0.628000,4.102031,0.750383,0.588733,5.441147
0.630000,4.167463,0.754596,0.600673,5.522733
0.632000,4.230092,0.763998,0.618419,5.612509
0.634000,4.290314,0.778663,0.641550,5.710527
0.636000,4.348639,0.798555,0.669384,5.816578
0.638000,4.405519,0.823477,0.701151,5.930147
0.640000,4.461240,0.853019,0.735888,6.050148
0.642000,4.515730,0.886615,0.772563,6.174909
0.644000,4.568634,0.923609,0.810178,6.302422
0.646000,4.619251,0.963208,0.847732,6.430192
0.648000,4.666707,1.004670,0.884312,6.555688
0.650000,4.709979,1.047175,0.919081,6.676235
0.652000,4.747683,1.089794,0.951281,6.788758
0.654000,4.778715,1.131780,0.980289,6.890784
0.656000,4.802220,1.172541,1.005759,6.980520
0.658000,4.817415,1.211443,1.027236,7.056094
0.660000,4.823918,1.248061,1.044656,7.116634
0.662000,4.821561,1.281972,1.058230,7.161763
0.664000,4.810549,1.312877,1.068238,7.191665
0.666000,4.791242,1.340542,1.075085,7.206869
0.668000,4.764257,1.364867,1.079293,7.208417
0.670000,4.730422,1.385710,1.081431,7.197563
0.672000,4.690624,1.402884,1.082196,7.175703
0.674000,4.645771,1.416242,1.082248,7.144261
0.676000,4.596804,1.425606,1.082233,7.104644
0.678000,4.544592,1.430907,1.082663,7.058162
0.680000,4.489999,1.431959,1.084077,7.006035
0.682000,4.433565,1.428720,1.086815,6.949100
0.684000,4.376311,1.421193,1.091266,6.888769
0.686000,4.319010,1.409497,1.097607,6.826114
0.688000,4.262480,1.393983,1.105901,6.762365
0.690000,4.207579,1.375062,1.116132,6.698773
0.692000,4.155409,1.353299,1.128144,6.636852
0.694000,4.107155,1.329421,1.141653,6.578228
0.696000,4.064233,1.304226,1.156230,6.524689
0.698000,4.028090,1.278605,1.171418,6.478113
0.700000,4.000668,1.253402,1.186600,6.440670
0.702000,3.983997,1.229564,1.201136,6.414696
0.704000,3.980016,1.207953,1.214386,6.402355
0.706000,3.990944,1.189400,1.225589,6.405932
0.708000,4.018603,1.174438,1.234175,6.427216
0.710000,4.064444,1.163435,1.239765,6.467643
0.712000,4.129588,1.156683,1.242173,6.528445
0.714000,4.214503,1.154232,1.241484,6.610219
0.716000,4.318716,1.156023,1.238101,6.712839
0.718000,4.440814,1.161820,1.232638,6.835272
0.720000,4.578636,1.171254,1.225969,6.975859
0.722000,4.729191,1.183859,1.219050,7.132099
0.724000,4.888873,1.199052,1.212826,7.300751
0.726000,5.053708,1.216179,1.208214,7.478101
0.728000,5.219748,1.234565,1.206150,7.660463
0.730000,5.382993,1.253700,1.207517,7.844210
0.732000,5.539900,1.273023,1.213165,8.026088
0.734000,5.687646,1.292065,1.223759,8.203470
0.736000,5.823905,1.310573,1.239728,8.374205
0.738000,5.947254,1.328294,1.261223,8.536771
0.740000,6.057079,1.345046,1.288005,8.690130
0.742000,6.153834,1.360695,1.319414,8.833944
0.744000,6.238219,1.375082,1.354278,8.967580
0.746000,6.311492,1.388081,1.391203,9.090777
0.748000,6.374723,1.399416,1.428467,9.202606
0.750000,6.429239,1.408832,1.464567,9.302637
0.752000,6.475875,1.416048,1.498029,9.389952
0.754000,6.515657,1.420777,1.527646,9.464080
0.756000,6.548950,1.422825,1.552525,9.524300
0.758000,6.576363,1.422063,1.572253,9.570679
0.760000,6.598502,1.418427,1.586509,9.603438
0.762000,6.615929,1.411962,1.595588,9.623479
0.764000,6.629588,1.402763,1.599818,9.632169
0.766000,6.640377,1.390926,1.599707,9.631010
0.768000,6.648390,1.376635,1.595870,9.620896
0.770000,6.654076,1.360124,1.588847,9.603048
0.772000,6.657426,1.341605,1.579022,9.578053
0.774000,6.658300,1.321336,1.566635,9.546271
0.776000,6.656351,1.299579,1.551723,9.507654
0.778000,6.651327,1.276592,1.534096,9.462015
0.780000,6.642639,1.252523,1.513443,9.408605
0.782000,6.630054,1.227533,1.489285,9.346871
0.784000,6.613168,1.201879,1.461182,9.276228
0.786000,6.591793,1.175709,1.428713,9.196215
0.788000,6.565885,1.149264,1.391598,9.106747
0.790000,6.535550,1.122679,1.349768,9.007997
0.792000,6.500977,1.096084,1.303427,8.900489
0.794000,6.462449,1.069575,1.253080,8.785105
0.796000,6.420503,1.043102,1.199354,8.662959
0.798000,6.375838,1.016716,1.143069,8.535622
0.800000,6.329389,0.990284,1.085198,8.404871
0.802000,6.282001,0.963559,1.026727,8.272286
0.804000,6.234877,0.936161,0.968641,8.139679
0.806000,6.189377,0.907590,0.911835,8.008802
0.808000,6.146790,0.877327,0.857273,7.881391
0.810000,6.108580,0.844858,0.805636,7.759074
0.812000,6.076197,0.809735,0.757526,7.643458
0.814000,6.050738,0.771911,0.713197,7.535847
0.816000,6.032980,0.731655,0.672847,7.437482
0.818000,6.023378,0.689666,0.636441,7.349485
0.820000,6.021694,0.647016,0.603805,7.272514
0.822000,6.027205,0.604949,0.574702,7.206855
0.824000,6.038613,0.564689,0.548866,7.152168
0.826000,6.054091,0.527287,0.526062,7.107440
0.828000,6.071549,0.493647,0.506102,7.071298
0.830000,6.088742,0.464412,0.488924,7.042078
0.832000,6.103364,0.439920,0.474507,7.017791
0.834000,6.113006,0.420327,0.463011,6.996344
0.836000,6.115820,0.405536,0.454560,6.975915
0.838000,6.110116,0.395317,0.449366,6.954799
0.840000,6.095020,0.389273,0.447544,6.931837
0.842000,6.070086,0.387000,0.449198,6.906284
0.844000,6.035543,0.387972,0.454320,6.877835
0.846000,5.992264,0.391669,0.462730,6.846664
0.848000,5.941558,0.397588,0.474116,6.813261
0.850000,5.884848,0.405287,0.488085,6.778220
0.852000,5.823887,0.414291,0.504088,6.742267
0.854000,5.760415,0.424235,0.521479,6.706129
0.856000,5.696121,0.434824,0.539544,6.670489
0.858000,5.632756,0.445778,0.557477,6.636011
0.860000,5.571699,0.456932,0.574485,6.603116
0.862000,5.514442,0.468105,0.589706,6.572252
0.864000,5.462028,0.479165,0.602365,6.543558
0.866000,5.415385,0.489946,0.611767,6.517097
0.868000,5.375237,0.500294,0.617270,6.492801
0.870000,5.341671,0.510042,0.618531,6.470244
0.872000,5.314544,0.518904,0.615394,6.448842
0.874000,5.293310,0.526589,0.608012,6.427910
0.876000,5.277273,0.532735,0.596772,6.406780
0.878000,5.265476,0.536926,0.582315,6.384718
0.880000,5.257146,0.538736,0.565429,6.361311
0.882000,5.251497,0.537851,0.547153,6.336501
0.884000,5.247916,0.534097,0.528596,6.310609
0.886000,5.246007,0.527397,0.510952,6.284356
0.888000,5.245497,0.517921,0.495380,6.258798
0.890000,5.246276,0.506028,0.482998,6.235302
0.892000,5.248120,0.492259,0.474772,6.215150
0.894000,5.250517,0.477158,0.471487,6.199162
0.896000,5.252744,0.461243,0.473688,6.187675
0.898000,5.254114,0.444991,0.481554,6.180659
0.900000,5.253683,0.428854,0.495074,6.177610
0.902000,5.250665,0.413139,0.514008,6.177812
0.904000,5.244378,0.398035,0.537904,6.180317
0.906000,5.234607,0.383659,0.566202,6.184468
0.908000,5.221503,0.370119,0.598252,6.189874
0.910000,5.205810,0.357471,0.633266,6.196546
0.912000,5.188582,0.345705,0.670453,6.204740
0.914000,5.171040,0.334816,0.708990,6.214845
0.916000,5.154625,0.324769,0.747915,6.227309
0.918000,5.140787,0.315561,0.786124,6.242472
0.920000,5.130997,0.307160,0.822481,6.260638
0.922000,5.126605,0.299583,0.855803,6.281991
0.924000,5.128410,0.292873,0.885167,6.306450
0.926000,5.136998,0.287031,0.909742,6.333771
0.928000,5.152409,0.282086,0.929094,6.363589
0.930000,5.173908,0.278056,0.943207,6.395172
0.932000,5.200946,0.274893,0.952373,6.428211
0.934000,5.232004,0.272581,0.957313,6.461899
0.936000,5.265432,0.271053,0.958963,6.495448
0.938000,5.299487,0.270200,0.958440,6.528127
0.940000,5.332501,0.269901,0.956903,6.559305
0.942000,5.362875,0.270010,0.955456,6.588341
0.944000,5.388979,0.270337,0.955186,6.614501
0.946000,5.409396,0.270687,0.957008,6.637091
0.948000,5.422632,0.270828,0.961652,6.655112
0.950000,5.427415,0.270553,0.969535,6.667504
0.952000,5.422540,0.269650,0.980836,6.673027
0.954000,5.406743,0.267913,0.995451,6.670106
0.956000,5.379379,0.265212,1.012964,6.657555
0.958000,5.340427,0.261521,1.032734,6.634682
0.960000,5.290779,0.256905,1.053822,6.601506
0.962000,5.232131,0.251525,1.075102,6.558759
0.964000,5.166666,0.245625,1.095419,6.507709
0.966000,5.097341,0.239504,1.113356,6.450200
0.968000,5.027028,0.233485,1.127838,6.388351
0.970000,4.958148,0.227865,1.138006,6.324019
0.972000,4.892670,0.222884,1.143253,6.258807
0.974000,4.832010,0.218701,1.143289,6.194000
0.976000,4.777053,0.215396,1.138174,6.130623
0.978000,4.728144,0.212934,1.128257,6.069335
0.980000,4.685415,0.211192,1.114102,6.010708
0.982000,4.648845,0.209984,1.096461,5.955290
0.984000,4.618324,0.209047,1.076172,5.903543
0.986000,4.593956,0.208111,1.054092,5.856160
0.988000,4.575919,0.206915,1.031135,5.813970
0.990000,4.564497,0.205287,1.008168,5.777952
0.992000,4.559973,0.203107,0.985832,5.748912
0.994000,4.562375,0.200371,0.964676,5.727422
0.996000,4.571794,0.197224,0.945077,5.714095
0.998000,4.587859,0.193893,0.927203,5.708955
1.000000,4.609795,0.190660,0.911049,5.711504
1.002000,4.636010,0.187798,0.896512,5.720320
1.004000,4.665087,0.185531,0.883299,5.733917
1.006000,4.694978,0.183987,0.871131,5.750095
1.008000,4.723678,0.183205,0.859721,5.766603
1.010000,4.749552,0.183202,0.848649,5.781403
1.012000,4.771183,0.184005,0.837554,5.792742
1.014000,4.788254,0.185654,0.826082,5.799990
1.016000,4.800815,0.188223,0.814019,5.803057
1.018000,4.809489,0.191788,0.801242,5.802520
1.020000,4.815138,0.196391,0.787768,5.799297
1.022000,4.818479,0.201984,0.773680,5.794143
1.024000,4.820107,0.208397,0.759147,5.787650
1.026000,4.820309,0.215378,0.744312,5.779999
1.028000,4.819043,0.222636,0.729426,5.771106
1.030000,4.816158,0.229855,0.714684,5.760697
1.032000,4.811416,0.236683,0.700288,5.748387
1.034000,4.804710,0.242775,0.686332,5.733817
1.036000,4.795957,0.247885,0.672784,5.716626
1.038000,4.785149,0.251759,0.659737,5.696645
1.040000,4.772514,0.254178,0.647285,5.673977
1.042000,4.758228,0.254995,0.635352,5.648575
1.044000,4.742677,0.254155,0.623854,5.620686
1.046000,4.726024,0.251653,0.612756,5.590433
1.048000,4.708443,0.247533,0.601979,5.557955
1.050000,4.690028,0.241905,0.591567,5.523500
1.052000,4.670639,0.234974,0.581503,5.487116
1.054000,4.650126,0.226992,0.571825,5.448942
1.056000,4.628453,0.218299,0.562586,5.409338
1.058000,4.605476,0.209270,0.553910,5.368657
1.060000,4.581043,0.200321,0.545922,5.327285
1.062000,4.555053,0.191876,0.538778,5.285706
1.064000,4.527550,0.184360,0.532661,5.244571
1.066000,4.498589,0.178145,0.527719,5.204454
1.068000,4.467990,0.173591,0.524127,5.165708
1.070000,4.435763,0.170970,0.521998,5.128731
1.072000,4.401746,0.170474,0.521462,5.093682
1.074000,4.365667,0.172210,0.522672,5.060549
1.076000,4.327252,0.176147,0.525716,5.029115
1.078000,4.286104,0.182143,0.530648,4.998895
1.080000,4.241871,0.189982,0.537467,4.969320
1.082000,4.194034,0.199403,0.546183,4.939620
1.084000,4.142469,0.210072,0.556756,4.909297
1.086000,4.087072,0.221665,0.569119,4.877856
1.088000,4.027819,0.233856,0.583221,4.844896
1.090000,3.964900,0.246349,0.598965,4.810214
1.092000,3.898596,0.258893,0.616305,4.773793
1.094000,3.829413,0.271319,0.635051,4.735782
1.096000,3.758018,0.283455,0.655058,4.696531
1.098000,3.685311,0.295169,0.676124,4.656605
1.100000,3.612215,0.306369,0.698104,4.616688
1.102000,3.539783,0.316996,0.720796,4.577575
1.104000,3.469067,0.327005,0.743899,4.539971
1.106000,3.400965,0.336352,0.767255,4.504572
1.108000,3.336835,0.345019,0.790557,4.472411
1.110000,3.277541,0.353017,0.813543,4.444101
