Time (ps),MSD_x (Å²),MSD_y (Å²),MSD_z (Å²),MSD_total (Å²)
0.166000,0.492937,0.201096,0.143715,0.837748
0.168000,0.503936,0.206307,0.145758,0.856001
0.170000,0.515193,0.212143,0.147585,0.874920
0.172000,0.526742,0.218582,0.149149,0.894473
0.174000,0.538607,0.225598,0.150409,0.914613
0.176000,0.550833,0.233166,0.151342,0.935341
0.178000,0.563464,0.241258,0.151926,0.956648
0.180000,0.576515,0.249821,0.152149,0.978485
0.182000,0.590015,0.258804,0.152013,1.000832
0.184000,0.604002,0.268158,0.151537,1.023696
0.186000,0.618497,0.277833,0.150734,1.047064
0.188000,0.633462,0.287754,0.149655,1.070871
0.190000,0.648932,0.297855,0.148352,1.095139
0.192000,0.664876,0.308051,0.146899,1.119825
0.194000,0.681349,0.318299,0.145369,1.145018
0.196000,0.698423,0.328527,0.143843,1.170792
0.198000,0.716087,0.338652,0.142412,1.197151
0.200000,0.734431,0.348636,0.141152,1.224218
0.202000,0.753534,0.358456,0.140157,1.252148
0.204000,0.773487,0.368117,0.139545,1.281149
0.206000,0.794459,0.377632,0.139387,1.311479
0.208000,0.816641,0.387042,0.139759,1.343442
0.210000,0.840153,0.396379,0.140763,1.377296
0.212000,0.865210,0.405708,0.142481,1.413399
0.214000,0.891903,0.415085,0.145015,1.452002
0.216000,0.920473,0.424598,0.148439,1.493510
0.218000,0.950978,0.434354,0.152840,1.538172
0.220000,0.983561,0.444478,0.158302,1.586341
0.222000,1.018282,0.455090,0.164909,1.638281
0.224000,1.055087,0.466301,0.172757,1.694144
0.226000,1.094006,0.478264,0.181924,1.754194
0.228000,1.134890,0.491116,0.192541,1.818546
0.230000,1.177569,0.505034,0.204639,1.887242
0.232000,1.221888,0.520192,0.218269,1.960348
0.234000,1.267454,0.536713,0.233465,2.037633
0.236000,1.314106,0.554780,0.250257,2.119143
0.238000,1.361347,0.574487,0.268619,2.204452
0.240000,1.408758,0.595977,0.288515,2.293250
0.242000,1.455789,0.619332,0.309859,2.384980
0.244000,1.501946,0.644653,0.332516,2.479115
0.246000,1.546568,0.671987,0.356327,2.574882
0.248000,1.588894,0.701281,0.381082,2.671257
0.250000,1.628235,0.732512,0.406506,2.767254
0.252000,1.663840,0.765615,0.432293,2.861748
0.254000,1.694998,0.800721,0.458238,2.953957
0.256000,1.720347,0.837417,0.483947,3.041711
0.258000,1.739025,0.875582,0.509083,3.123690
0.260000,1.749919,0.914917,0.533275,3.198111
0.262000,1.752323,0.955396,0.556267,3.263985
0.264000,1.745657,0.996764,0.577676,3.320097
0.266000,1.729820,1.038938,0.597219,3.365976
0.268000,1.705036,1.081815,0.614719,3.401570
0.270000,1.672024,1.125315,0.629985,3.427324
0.272000,1.631875,1.169377,0.642901,3.444154
0.274000,1.586006,1.213937,0.653430,3.453372
0.276000,1.535943,1.258918,0.661604,3.456466
0.278000,1.483176,1.304228,0.667448,3.454851
0.280000,1.429540,1.349566,0.671066,3.450173
0.282000,1.376483,1.394648,0.672604,3.443735
0.284000,1.325062,1.439199,0.672201,3.436461
0.286000,1.276286,1.482881,0.670033,3.429200
0.288000,1.230937,1.525324,0.666312,3.422573
0.290000,1.189654,1.566194,0.661282,3.417129
0.292000,1.152970,1.604951,0.655138,3.413059
0.294000,1.120952,1.641397,0.648092,3.410442
0.296000,1.093805,1.675365,0.640391,3.409562
0.298000,1.071669,1.706750,0.632266,3.410685
0.300000,1.054660,1.735376,0.623854,3.413889
0.302000,1.042847,1.761146,0.615334,3.419326
0.304000,1.036352,1.784043,0.606796,3.427191
0.306000,1.035289,1.804101,0.598384,3.437774
0.308000,1.039828,1.821335,0.590140,3.451303
0.310000,1.050118,1.835858,0.582037,3.468014
0.312000,1.066341,1.847752,0.574034,3.488127
0.314000,1.088673,1.857097,0.566049,3.511819
0.316000,1.117218,1.863972,0.557935,3.539125
0.318000,1.151985,1.868551,0.549642,3.570178
0.320000,1.192779,1.870843,0.540989,3.604611
0.322000,1.239231,1.870940,0.531854,3.642026
0.324000,1.290693,1.868949,0.522110,3.681752
0.326000,1.346192,1.864882,0.511691,3.722765
0.328000,1.404480,1.858884,0.500535,3.763899
0.330000,1.464072,1.851021,0.488616,3.803709
0.332000,1.523277,1.841417,0.475959,3.840653
0.334000,1.580344,1.830115,0.462596,3.873055
0.336000,1.633507,1.817198,0.448600,3.899305
0.338000,1.681330,1.802651,0.434057,3.918038
0.340000,1.722523,1.786545,0.419042,3.928110
0.342000,1.756127,1.768876,0.403683,3.928687
0.344000,1.781759,1.749653,0.388089,3.919500
0.346000,1.799352,1.728957,0.372387,3.900696
0.348000,1.809316,1.706777,0.356731,3.872824
0.350000,1.812393,1.683106,0.341264,3.836763
0.352000,1.809655,1.657932,0.326140,3.793727
0.354000,1.802260,1.631253,0.311505,3.745018
0.356000,1.791394,1.603088,0.297495,3.691978
0.358000,1.778192,1.573462,0.284253,3.635907
0.360000,1.763629,1.542364,0.271858,3.577852
0.362000,1.748484,1.509714,0.260374,3.518571
0.364000,1.733561,1.475543,0.249868,3.458973
0.366000,1.719344,1.439858,0.240341,3.399542
0.368000,1.706382,1.402752,0.231811,3.340945
0.370000,1.694817,1.364250,0.224199,3.283266
0.372000,1.684694,1.324488,0.217413,3.226595
0.374000,1.676051,1.283775,0.211396,3.171222
0.376000,1.668597,1.242078,0.205991,3.116666
0.378000,1.662093,1.199991,0.201125,3.063209
0.380000,1.656090,1.157902,0.196683,3.010674
0.382000,1.650106,1.116458,0.192579,2.959143
0.384000,1.643503,1.076233,0.188766,2.908502
0.386000,1.635650,1.037855,0.185190,2.858695
0.388000,1.625760,1.002140,0.181865,2.809765
0.390000,1.613191,0.969626,0.178822,2.761639
0.392000,1.597434,0.940560,0.176143,2.714137
0.394000,1.578029,0.915331,0.173997,2.667356
0.396000,1.554729,0.894118,0.172608,2.621455
0.398000,1.527443,0.876916,0.172228,2.576588
0.400000,1.496428,0.863416,0.173126,2.532969
0.402000,1.462199,0.853194,0.175570,2.490963
0.404000,1.425429,0.845741,0.179772,2.450942
0.406000,1.386896,0.840517,0.185865,2.413277
0.408000,1.347463,0.836970,0.193826,2.378259
0.410000,1.307917,0.834656,0.203525,2.346098
0.412000,1.268972,0.833182,0.214629,2.316783
0.414000,1.231272,0.832254,0.226653,2.290179
0.416000,1.195295,0.831658,0.239013,2.265965
0.418000,1.161390,0.831192,0.251058,2.243641
0.420000,1.129756,0.830797,0.262117,2.222669
0.422000,1.100554,0.830422,0.271541,2.202516
0.424000,1.073770,0.830031,0.278832,2.182633
0.426000,1.049479,0.829604,0.283601,2.162684
0.428000,1.027598,0.829094,0.285749,2.142440
0.430000,1.007958,0.828455,0.285410,2.121823
0.432000,0.990401,0.827616,0.282945,2.100963
0.434000,0.974783,0.826459,0.278912,2.080154
0.436000,0.960933,0.824824,0.273977,2.059733
0.438000,0.948774,0.822513,0.268890,2.040177
0.440000,0.938288,0.819295,0.264391,2.021974
0.442000,0.929548,0.814897,0.261165,2.005610
0.444000,0.922795,0.808910,0.259804,1.991509
0.446000,0.918275,0.801016,0.260777,1.980068
0.448000,0.916337,0.790821,0.264408,1.971566
0.450000,0.917397,0.777940,0.271007,1.966343
0.452000,0.921917,0.762031,0.280749,1.964696
0.454000,0.930326,0.742892,0.293714,1.966932
0.456000,0.942940,0.720516,0.309898,1.973353
0.458000,0.959928,0.695102,0.329317,1.984347
0.460000,0.981446,0.666985,0.351978,2.000409
0.462000,1.007239,0.636975,0.377790,2.022004
0.464000,1.037274,0.605520,0.406522,2.049316
0.466000,1.071018,0.573497,0.438056,2.082570
0.468000,1.107849,0.541782,0.472082,2.121713
0.470000,1.146897,0.511317,0.508398,2.166612
0.472000,1.187156,0.482988,0.546676,2.216820
0.474000,1.227720,0.457420,0.586662,2.271802
0.476000,1.267354,0.435359,0.627952,2.330665
0.478000,1.304898,0.417355,0.669912,2.392164
0.480000,1.339139,0.403925,0.711900,2.454964
0.482000,1.369442,0.395314,0.753526,2.518282
0.484000,1.395525,0.391595,0.794185,2.581305
0.486000,1.417642,0.392699,0.833395,2.643736
0.488000,1.436577,0.398388,0.870947,2.705913
0.490000,1.453455,0.408200,0.906188,2.767843
0.492000,1.469629,0.421547,0.938509,2.829686
0.494000,1.486451,0.437777,0.967641,2.891870
0.496000,1.505217,0.456085,0.993072,2.954374
0.498000,1.527007,0.475615,1.014465,3.017087
0.500000,1.552785,0.495361,1.031558,3.079704
0.502000,1.583346,0.514215,1.044134,3.141695
0.504000,1.619139,0.531042,1.052232,3.202414
0.506000,1.660303,0.544780,1.056098,3.261182
0.508000,1.706739,0.554459,1.056103,3.317301
0.510000,1.757861,0.559348,1.052836,3.370045
0.512000,1.812669,0.559082,1.046949,3.418701
0.514000,1.869677,0.553711,1.039073,3.462461
0.516000,1.927450,0.543640,1.029779,3.500869
0.518000,1.983881,0.529498,1.019623,3.533002
0.520000,2.036976,0.512039,1.009029,3.558044
0.522000,2.085134,0.492165,0.998306,3.575605
0.524000,2.127080,0.470720,0.987660,3.585461
0.526000,2.162009,0.448541,0.977145,3.587694
0.528000,2.189498,0.426334,0.966748,3.582581
0.530000,2.209413,0.404848,0.956377,3.570639
0.532000,2.222037,0.384666,0.945938,3.552641
0.534000,2.227956,0.366349,0.935344,3.529649
0.536000,2.227883,0.350233,0.924462,3.502578
0.538000,2.222598,0.336600,0.913187,3.472386
0.540000,2.212838,0.325589,0.901440,3.439866
0.542000,2.199429,0.317178,0.889214,3.405821
0.544000,2.183007,0.311278,0.876466,3.370751
0.546000,2.164185,0.307807,0.863208,3.335201
0.548000,2.143404,0.306483,0.849483,3.299370
0.550000,2.121061,0.307156,0.835305,3.263523
0.552000,2.097476,0.309557,0.820761,3.227794
0.554000,2.072857,0.313448,0.805906,3.192211
0.556000,2.047369,0.318609,0.790819,3.156797
0.558000,2.021137,0.324896,0.775543,3.121576
0.560000,1.994230,0.332131,0.760144,3.086504
0.562000,1.966653,0.340248,0.744587,3.051488
0.564000,1.938476,0.349129,0.728952,3.016557
0.566000,1.909764,0.358624,0.713360,2.981747
0.568000,1.880549,0.368664,0.697835,2.947048
0.570000,1.850887,0.379205,0.682381,2.912473
0.572000,1.820857,0.390228,0.666987,2.878073
0.574000,1.790551,0.401699,0.651637,2.843886
0.576000,1.760092,0.413584,0.636312,2.809988
0.578000,1.729591,0.425857,0.621047,2.776494
0.580000,1.699273,0.438494,0.605801,2.743569
0.582000,1.669356,0.451456,0.590581,2.711393
0.584000,1.640033,0.464695,0.575381,2.680109
0.586000,1.611481,0.478188,0.560191,2.649860
0.588000,1.583919,0.491852,0.545094,2.620864
0.590000,1.557530,0.505638,0.530184,2.593352
0.592000,1.532584,0.519420,0.515617,2.567622
0.594000,1.509291,0.533083,0.501596,2.543970
0.596000,1.487855,0.546462,0.488381,2.522698
0.598000,1.468506,0.559413,0.476262,2.504181
0.600000,1.451440,0.571729,0.465547,2.488716
0.602000,1.436909,0.583166,0.456548,2.476623
0.604000,1.425177,0.593456,0.449548,2.468181
0.606000,1.416571,0.602235,0.444796,2.463602
0.608000,1.411387,0.609148,0.442468,2.463002
0.610000,1.409903,0.613861,0.442668,2.466432
0.612000,1.412340,0.616162,0.445429,2.473931
0.614000,1.418908,0.615888,0.450720,2.485515
0.616000,1.429733,0.612969,0.458452,2.501154
0.618000,1.444760,0.607620,0.468472,2.520851
0.620000,1.463845,0.600156,0.480645,2.544646
0.622000,1.486743,0.591003,0.494842,2.572588
0.624000,1.513060,0.580676,0.510928,2.604664
0.626000,1.542379,0.569736,0.528733,2.640848
0.628000,1.574105,0.558767,0.548089,2.680962
0.630000,1.607652,0.548333,0.568801,2.724786
0.632000,1.642429,0.538962,0.590654,2.772044
0.634000,1.677850,0.531113,0.613502,2.822466
0.636000,1.713332,0.525235,0.637123,2.875689
0.638000,1.748400,0.521680,0.661205,2.931285
0.640000,1.782679,0.520805,0.685440,2.988924
0.642000,1.815728,0.522886,0.709533,3.048146
0.644000,1.847293,0.528169,0.733099,3.108561
0.646000,1.877154,0.536843,0.755834,3.169830
0.648000,1.905212,0.549091,0.777545,3.231848
0.650000,1.931246,0.564972,0.798133,3.294350
0.652000,1.955082,0.584513,0.817683,3.357278
0.654000,1.976483,0.607657,0.836403,3.420543
0.656000,1.995097,0.634244,0.854635,3.483976
0.658000,2.010480,0.663935,0.872876,3.547291
0.660000,2.021994,0.696170,0.891654,3.609818
0.662000,2.028999,0.730197,0.911344,3.670539
0.664000,2.030754,0.765061,0.932187,3.728002
0.666000,2.026663,0.799704,0.954318,3.780685
0.668000,2.016244,0.833057,0.977706,3.827007
0.670000,1.999451,0.864138,1.002143,3.865733
0.672000,1.976713,0.892282,1.027316,3.896311
0.674000,1.948719,0.916992,1.052734,3.918444
0.676000,1.916434,0.938021,1.077907,3.932362
0.678000,1.881045,0.955394,1.102342,3.938781
0.680000,1.843764,0.969410,1.125683,3.938857
0.682000,1.805870,0.980310,1.147395,3.933575
0.684000,1.768451,0.988432,1.167024,3.923907
0.686000,1.732448,0.994161,1.184184,3.910793
0.688000,1.698569,0.997871,1.198620,3.895060
0.690000,1.667362,0.999895,1.210184,3.877442
0.692000,1.639216,1.000523,1.218801,3.858540
0.694000,1.614382,0.999991,1.224469,3.838841
0.696000,1.592915,0.998457,1.227298,3.818670
0.698000,1.574940,0.996045,1.227452,3.798437
0.700000,1.560497,0.992819,1.225161,3.778477
0.702000,1.549553,0.988778,1.220717,3.759049
0.704000,1.542031,0.983873,1.214489,3.740392
0.706000,1.537822,0.978009,1.206893,3.722723
0.708000,1.536813,0.971063,1.198369,3.706245
0.710000,1.538916,0.962854,1.189344,3.691113
0.712000,1.544041,0.953187,1.180277,3.677506
0.714000,1.552101,0.941873,1.171585,3.665560
0.716000,1.562939,0.928588,1.163810,3.655337
0.718000,1.576442,0.913106,1.157362,3.646911
0.720000,1.592428,0.895243,1.152582,3.640253
0.722000,1.610664,0.874792,1.149775,3.635231
0.724000,1.630873,0.851605,1.149226,3.631704
0.726000,1.652647,0.825635,1.151149,3.629431
0.728000,1.675557,0.796933,1.155666,3.628157
0.730000,1.698965,0.765616,1.162861,3.627442
0.732000,1.722317,0.732046,1.172681,3.627044
0.734000,1.744938,0.696531,1.185039,3.626508
0.736000,1.766438,0.659479,1.199776,3.625693
0.738000,1.786181,0.621605,1.216655,3.624442
0.740000,1.803844,0.583546,1.235501,3.622891
0.742000,1.819131,0.546016,1.256045,3.621192
0.744000,1.831822,0.509714,1.277930,3.619467
0.746000,1.841875,0.475216,1.300856,3.617948
0.748000,1.849291,0.443060,1.324477,3.616828
0.750000,1.854234,0.413462,1.348449,3.616144
0.752000,1.856828,0.386762,1.372400,3.615989
0.754000,1.857272,0.363086,1.396000,3.616358
0.756000,1.855751,0.342441,1.418791,3.616983
0.758000,1.852512,0.324680,1.440291,3.617483
0.760000,1.847757,0.309627,1.460100,3.617484
0.762000,1.841693,0.296933,1.477787,3.616412
0.764000,1.834523,0.286404,1.492885,3.613812
0.766000,1.826462,0.277724,1.505026,3.609212
0.768000,1.817697,0.270514,1.513820,3.602031
0.770000,1.808454,0.264500,1.518904,3.591858
0.772000,1.798921,0.259425,1.520066,3.578412
0.774000,1.789167,0.255026,1.517281,3.561474
0.776000,1.779292,0.251084,1.510556,3.540932
0.778000,1.769337,0.247508,1.500066,3.516912
0.780000,1.759294,0.244215,1.486080,3.489589
0.782000,1.749091,0.241154,1.468956,3.459201
0.784000,1.738661,0.238317,1.449111,3.426089
0.786000,1.727938,0.235727,1.426960,3.390626
0.788000,1.716875,0.233405,1.402963,3.353243
0.790000,1.705448,0.231386,1.377566,3.314400
0.792000,1.693543,0.229702,1.351187,3.274432
0.794000,1.681129,0.228387,1.324287,3.233803
0.796000,1.668208,0.227463,1.297202,3.192872
0.798000,1.654801,0.226934,1.270261,3.151997
0.800000,1.640984,0.226795,1.243669,3.111448
0.802000,1.626905,0.227019,1.217655,3.071579
0.804000,1.612695,0.227576,1.192437,3.032708
0.806000,1.598525,0.228421,1.168101,2.995046
0.808000,1.584584,0.229507,1.144714,2.958805
0.810000,1.571077,0.230786,1.122256,2.924120
0.812000,1.558287,0.232210,1.100663,2.891160
0.814000,1.546491,0.233726,1.079816,2.860032
0.816000,1.535950,0.235272,1.059608,2.830830
0.818000,1.527002,0.236780,1.039893,2.803675
0.820000,1.519905,0.238200,1.020449,2.778554
0.822000,1.514925,0.239492,1.001067,2.755484
0.824000,1.512292,0.240627,0.981608,2.734526
0.826000,1.512321,0.241578,0.961965,2.715863
0.828000,1.515235,0.242336,0.942039,2.699610
0.830000,1.521280,0.242895,0.921831,2.686005
0.832000,1.530638,0.243267,0.901382,2.675287
0.834000,1.543497,0.243485,0.880850,2.667832
0.836000,1.559809,0.243577,0.860316,2.663702
0.838000,1.579509,0.243586,0.840046,2.663141
0.840000,1.602437,0.243541,0.820405,2.666382
0.842000,1.628365,0.243471,0.801744,2.673580
0.844000,1.656942,0.243398,0.784356,2.684697
0.846000,1.687759,0.243324,0.768643,2.699727
0.848000,1.720242,0.243236,0.754897,2.718375
0.850000,1.753916,0.243088,0.743334,2.740338
0.852000,1.788057,0.242840,0.734153,2.765050
0.854000,1.821719,0.242453,0.727363,2.791535
0.856000,1.854286,0.241882,0.722997,2.819165
0.858000,1.884819,0.241071,0.720738,2.846629
0.860000,1.912442,0.239967,0.720309,2.872718
0.862000,1.936235,0.238511,0.721295,2.896041
0.864000,1.955265,0.236653,0.723206,2.915124
0.866000,1.968665,0.234366,0.725530,2.928562
0.868000,1.975698,0.231650,0.727743,2.935091
0.870000,1.975811,0.228487,0.729385,2.933684
0.872000,1.968707,0.224887,0.730131,2.923725
0.874000,1.954378,0.220881,0.729736,2.904996
0.876000,1.933058,0.216519,0.728012,2.877589
0.878000,1.905317,0.211859,0.724959,2.842135
0.880000,1.871864,0.206978,0.720564,2.799407
0.882000,1.833611,0.201961,0.715010,2.750581
0.884000,1.791522,0.196891,0.708440,2.696853
0.886000,1.746510,0.191837,0.701037,2.639385
0.888000,1.699417,0.186860,0.692911,2.579188
0.890000,1.650988,0.182018,0.684125,2.517131
0.892000,1.601862,0.177354,0.674779,2.453995
0.894000,1.552539,0.172917,0.664862,2.390318
0.896000,1.503703,0.168752,0.654409,2.326864
0.898000,1.455678,0.164926,0.643416,2.264019
0.900000,1.409037,0.161496,0.631920,2.202453
0.902000,1.364202,0.158556,0.619959,2.142717
0.904000,1.321594,0.156263,0.607616,2.085473
0.906000,1.281639,0.154739,0.595068,2.031445
0.908000,1.244798,0.154148,0.582410,1.981356
0.910000,1.211325,0.154510,0.569753,1.935588
0.912000,1.181498,0.155756,0.557190,1.894444
0.914000,1.155774,0.157690,0.544826,1.858290
0.916000,1.134329,0.159992,0.532666,1.826988
0.918000,1.117169,0.162205,0.520637,1.800011
0.920000,1.104179,0.163978,0.508840,1.776997
0.922000,1.095084,0.164866,0.497036,1.756987
0.924000,1.089562,0.164610,0.485367,1.739540
0.926000,1.087217,0.163132,0.473850,1.724199
0.928000,1.087500,0.160560,0.462752,1.710811
0.930000,1.089873,0.157161,0.452251,1.699285
0.932000,1.093843,0.153311,0.442635,1.689788
0.934000,1.098919,0.149384,0.434145,1.682448
0.936000,1.104692,0.145737,0.427013,1.677441
0.938000,1.110851,0.142669,0.421363,1.674884
0.940000,1.117153,0.140437,0.417330,1.674920
0.942000,1.123464,0.139208,0.414983,1.677656
0.944000,1.129707,0.139111,0.414370,1.683189
0.946000,1.135941,0.140237,0.415474,1.691653
0.948000,1.142249,0.142641,0.418278,1.703169
0.950000,1.148784,0.146342,0.422681,1.717806
0.952000,1.155719,0.151349,0.428609,1.735677
0.954000,1.163269,0.157662,0.435945,1.756875
0.956000,1.171678,0.165286,0.444560,1.781523
0.958000,1.181169,0.174187,0.454269,1.809625
0.960000,1.191974,0.184309,0.464806,1.841090
0.962000,1.204330,0.195626,0.476005,1.875961
0.964000,1.218512,0.208103,0.487605,1.914220
0.966000,1.234791,0.221650,0.499177,1.955618
0.968000,1.253427,0.236134,0.510231,1.999792
0.970000,1.274677,0.251419,0.520316,2.046413
0.972000,1.298829,0.267383,0.529013,2.095224
0.974000,1.326093,0.283847,0.535813,2.145752
0.976000,1.356704,0.300682,0.540333,2.197720
0.978000,1.390822,0.317712,0.542268,2.250803
0.980000,1.428524,0.334773,0.541458,2.304755
0.982000,1.469800,0.351714,0.537941,2.359455
0.984000,1.514473,0.368377,0.531922,2.414773
0.986000,1.562023,0.384601,0.523795,2.470419
0.988000,1.611971,0.400225,0.514164,2.526360
0.990000,1.663577,0.415104,0.503796,2.582477
0.992000,1.716009,0.429043,0.493533,2.638584
0.994000,1.768399,0.441984,0.484178,2.694561
0.996000,1.819830,0.453742,0.476598,2.750169
0.998000,1.869393,0.464331,0.471478,2.805203
1.000000,1.916308,0.473732,0.469380,2.859419
1.002000,1.959821,0.482013,0.470730,2.912565
1.004000,1.999337,0.489406,0.475898,2.964640
1.006000,2.034492,0.496098,0.485047,3.015637
1.008000,2.065026,0.502363,0.498311,3.065701
1.010000,2.090782,0.508467,0.515567,3.114816
1.012000,2.111637,0.514639,0.536694,3.162969
1.014000,2.127662,0.521115,0.561528,3.210304
1.016000,2.138963,0.528045,0.589845,3.256853
1.018000,2.145737,0.535567,0.621467,3.302771
1.020000,2.148184,0.543720,0.655829,3.347733
1.022000,2.146637,0.552517,0.692508,3.391662
1.024000,2.141536,0.561916,0.731114,3.434566
1.026000,2.133438,0.571864,0.771134,3.476436
1.028000,2.123003,0.582313,0.811965,3.517281
1.030000,2.111139,0.593230,0.853049,3.557418
1.032000,2.098986,0.604551,0.893712,3.597249
1.034000,2.087686,0.616257,0.933166,3.637109
1.036000,2.078551,0.628326,0.970681,3.677558
1.038000,2.072944,0.640755,1.005419,3.719118
1.040000,2.072355,0.653511,1.036541,3.762407
1.042000,2.077821,0.666568,1.063284,3.807673
1.044000,2.090326,0.679930,1.084962,3.855217
1.046000,2.110396,0.693565,1.100975,3.904936
1.048000,2.137414,0.707243,1.111540,3.956197
1.050000,2.170589,0.720847,1.117052,4.008488
1.052000,2.208392,0.734131,1.118066,4.060589
1.054000,2.248482,0.746773,1.115404,4.110659
1.056000,2.288140,0.758376,1.109990,4.156506
1.058000,2.324561,0.768604,1.102764,4.195929
1.060000,2.354804,0.777115,1.094596,4.226515
1.062000,2.376335,0.783654,1.086232,4.246221
1.064000,2.387196,0.788061,1.078264,4.253520
1.066000,2.386272,0.790316,1.071128,4.247716
1.068000,2.373213,0.790504,1.065260,4.228977
1.070000,2.348506,0.788915,1.060908,4.198329
1.072000,2.313261,0.785873,1.058243,4.157377
1.074000,2.269105,0.781765,1.057406,4.108276
1.076000,2.217576,0.777055,1.058756,4.053388
1.078000,2.160307,0.772062,1.062437,3.994806
1.080000,2.098738,0.767021,1.068427,3.934186
1.082000,2.034086,0.762122,1.076868,3.873076
1.084000,1.967313,0.757487,1.087734,3.812533
1.086000,1.899184,0.753195,1.100980,3.753358
1.088000,1.830230,0.749313,1.116501,3.696045
1.090000,1.761143,0.745872,1.133843,3.640857
1.092000,1.692485,0.742900,1.152620,3.588005
1.094000,1.624840,0.740426,1.172275,3.537540
1.096000,1.558759,0.738380,1.192058,3.489197
1.098000,1.494874,0.736632,1.211055,3.442561
1.100000,1.433720,0.734992,1.228326,3.397039
1.102000,1.375878,0.733187,1.242924,3.351989
1.104000,1.321935,0.730853,1.253965,3.306752
1.106000,1.272195,0.727659,1.260744,3.260598
1.108000,1.227120,0.723245,1.262818,3.213182
1.110000,1.187251,0.717147,1.259984,3.164382
