Time (ps),MSD_x (Å²),MSD_y (Å²),MSD_z (Å²),MSD_total (Å²)
0.918000,1.681133,1.451473,7.829486,10.962091
0.920000,1.729101,1.470560,7.902379,11.102040
0.922000,1.776285,1.486825,7.976461,11.239571
0.924000,1.822877,1.500356,8.051418,11.374650
0.926000,1.869045,1.511226,8.126711,11.506983
0.928000,1.915005,1.519614,8.201721,11.636339
0.930000,1.960989,1.525666,8.275638,11.762293
0.932000,2.007254,1.529636,8.347484,11.884374
0.934000,2.054131,1.531660,8.416449,12.002240
0.936000,2.101928,1.532059,8.481001,12.114988
0.938000,2.150871,1.531093,8.539731,12.221695
0.940000,2.201213,1.528972,8.591442,12.321626
0.942000,2.253189,1.526092,8.634555,12.413837
0.944000,2.307007,1.522808,8.668451,12.498265
0.946000,2.362663,1.519498,8.692900,12.575060
0.948000,2.419976,1.516535,8.707965,12.644476
0.950000,2.478578,1.514386,8.714257,12.707221
0.952000,2.537954,1.513471,8.712914,12.764339
0.954000,2.597399,1.514179,8.705499,12.817077
0.956000,2.656188,1.517022,8.693258,12.866468
0.958000,2.713472,1.522328,8.677728,12.913528
0.960000,2.768688,1.530290,8.660353,12.959331
0.962000,2.821003,1.540924,8.642675,13.004602
0.964000,2.869905,1.554057,8.625954,13.049916
0.966000,2.915445,1.569383,8.610844,13.095672
0.968000,2.957222,1.586359,8.598361,13.141942
0.970000,2.995338,1.604403,8.588858,13.188599
0.972000,3.030113,1.622776,8.582455,13.235345
0.974000,3.062128,1.640845,8.579094,13.282066
0.976000,3.091663,1.657735,8.578781,13.328179
0.978000,3.119144,1.672860,8.581068,13.373072
0.980000,3.144938,1.685523,8.585722,13.416183
0.982000,3.169399,1.695144,8.592410,13.456953
0.984000,3.192809,1.701389,8.600681,13.494879
0.986000,3.215507,1.703874,8.610094,13.529475
0.988000,3.237712,1.702329,8.620194,13.560235
0.990000,3.259645,1.696538,8.630628,13.586811
0.992000,3.281360,1.686488,8.641038,13.608886
0.994000,3.302874,1.672294,8.650983,13.626151
0.996000,3.324276,1.654123,8.660188,13.638587
0.998000,3.345657,1.632164,8.668509,13.646330
1.000000,3.367109,1.606706,8.675872,13.649687
1.002000,3.388644,1.578165,8.682232,13.649041
1.004000,3.410349,1.546946,8.687639,13.644934
1.006000,3.432266,1.513651,8.692106,13.638023
1.008000,3.454538,1.478824,8.695848,13.629210
1.010000,3.477239,1.443206,8.699009,13.619454
1.012000,3.500371,1.407551,8.701770,13.609691
1.014000,3.523988,1.372742,8.704275,13.601006
1.016000,3.548107,1.339628,8.706948,13.594683
1.018000,3.572726,1.309106,8.710008,13.591840
1.020000,3.597815,1.282008,8.713705,13.593529
1.022000,3.623277,1.259359,8.718198,13.600834
1.024000,3.649008,1.242086,8.723665,13.614760
1.026000,3.674873,1.230928,8.730257,13.636059
1.028000,3.700806,1.226557,8.738197,13.665561
1.030000,3.726771,1.229220,8.747685,13.703675
1.032000,3.752815,1.238966,8.758845,13.750627
1.034000,3.779111,1.255531,8.772003,13.806645
1.036000,3.805841,1.278283,8.787457,13.871581
1.038000,3.833264,1.306369,8.805524,13.945157
1.040000,3.861740,1.338624,8.826378,14.026743
1.042000,3.891508,1.373787,8.850174,14.115468
1.044000,3.922825,1.410498,8.876875,14.210198
1.046000,3.955937,1.447564,8.906330,14.309831
1.048000,3.991113,1.483819,8.938109,14.413042
1.050000,4.028465,1.518328,8.971792,14.518585
1.052000,4.068051,1.550384,9.006867,14.625302
1.054000,4.109757,1.579428,9.042843,14.732027
1.056000,4.153414,1.604833,9.079302,14.837549
1.058000,4.198613,1.626479,9.116014,14.941107
1.060000,4.244808,1.644449,9.152863,15.042119
1.062000,4.291244,1.659148,9.189877,15.140270
1.064000,4.337181,1.671008,9.226907,15.235096
1.066000,4.381798,1.680796,9.263973,15.326567
1.068000,4.424087,1.689248,9.300771,15.414106
1.070000,4.463065,1.696893,9.336384,15.496341
1.072000,4.497934,1.704300,9.370005,15.572239
1.074000,4.527730,1.711795,9.400255,15.639780
1.076000,4.551544,1.719712,9.425893,15.697149
1.078000,4.568574,1.727900,9.444717,15.741190
1.080000,4.578035,1.736282,9.454892,15.769209
1.082000,4.579436,1.744657,9.454410,15.778503
1.084000,4.572360,1.752770,9.441951,15.767081
1.086000,4.556872,1.760629,9.416697,15.734198
1.088000,4.533252,1.768254,9.378448,15.679955
1.090000,4.502130,1.775762,9.327403,15.605296
1.092000,4.464522,1.783394,9.264797,15.512713
1.094000,4.421732,1.791405,9.192331,15.405467
1.096000,4.375257,1.800106,9.112017,15.287380
1.098000,4.326686,1.809779,9.025998,15.162463
1.100000,4.277600,1.820671,8.936367,15.034638
1.102000,4.229465,1.832938,8.845275,14.907678
1.104000,4.183500,1.846726,8.754617,14.784843
1.106000,4.140632,1.862137,8.666094,14.668864
1.108000,4.101453,1.879278,8.581549,14.562281
1.110000,4.066353,1.898145,8.502454,14.466953
