Temperature (K),Energy (eV)
707.000000,-97.821192
634.000000,-97.816097
554.000000,-97.810428
473.000000,-97.807019
399.000000,-97.805037
341.000000,-97.803491
302.000000,-97.801648
287.000000,-97.801405
296.000000,-97.801574
327.000000,-97.802342
377.000000,-97.804329
437.000000,-97.806021
499.000000,-97.808269
554.000000,-97.809633
594.000000,-97.810985
617.000000,-97.811364
626.000000,-97.810391
625.000000,-97.808834
619.000000,-97.806900
613.000000,-97.805219
607.000000,-97.802879
601.000000,-97.800865
593.000000,-97.799173
582.000000,-97.797182
564.000000,-97.794377
538.000000,-97.792238
504.000000,-97.791033
466.000000,-97.790053
425.000000,-97.790213
388.000000,-97.788789
357.000000,-97.787237
337.000000,-97.786698
329.000000,-97.786293
333.000000,-97.786190
349.000000,-97.786890
371.000000,-97.787433
393.000000,-97.787339
411.000000,-97.787016
419.000000,-97.785916
414.000000,-97.784813
399.000000,-97.782758
378.000000,-97.780275
358.000000,-97.777622
349.000000,-97.775597
356.000000,-97.773951
384.000000,-97.774327
435.000000,-97.774617
504.000000,-97.774912
583.000000,-97.775611
660.000000,-97.776211
722.000000,-97.775740
759.000000,-97.774930
763.000000,-97.773695
735.000000,-97.772615
685.000000,-97.770861
622.000000,-97.767228
557.000000,-97.763674
501.000000,-97.759436
460.000000,-97.756251
437.000000,-97.754373
433.000000,-97.753660
446.000000,-97.754085
470.000000,-97.754278
499.000000,-97.753597
527.000000,-97.754017
547.000000,-97.754373
555.000000,-97.754487
549.000000,-97.753367
530.000000,-97.751564
502.000000,-97.749783
471.000000,-97.747496
445.000000,-97.745339
432.000000,-97.743835
437.000000,-97.743601
463.000000,-97.743585
510.000000,-97.743888
570.000000,-97.745296
631.000000,-97.746607
680.000000,-97.746798
709.000000,-97.746099
711.000000,-97.744419
689.000000,-97.742030
647.000000,-97.740322
593.000000,-97.738400
536.000000,-97.734601
481.000000,-97.732992
433.000000,-97.731969
395.000000,-97.730283
369.000000,-97.728490
355.000000,-97.727952
352.000000,-97.727770
358.000000,-97.727656
368.000000,-97.727965
380.000000,-97.728264
389.000000,-97.728272
393.000000,-97.728194
392.000000,-97.728328
388.000000,-97.727206
385.000000,-97.725753
386.000000,-97.724178
393.000000,-97.722297
409.000000,-97.721839
432.000000,-97.721988
459.000000,-97.721837
485.000000,-97.721763
507.000000,-97.720890
520.000000,-97.719618
522.000000,-97.717572
513.000000,-97.715761
495.000000,-97.712917
473.000000,-97.709858
450.000000,-97.706905
431.000000,-97.704417
423.000000,-97.701866
429.000000,-97.698861
454.000000,-97.697315
500.000000,-97.696442
565.000000,-97.697178
640.000000,-97.697697
713.000000,-97.699018
767.000000,-97.701445
788.000000,-97.701647
766.000000,-97.700611
705.000000,-97.698285
619.000000,-97.695070
530.000000,-97.690646
458.000000,-97.686232
419.000000,-97.683812
417.000000,-97.682324
449.000000,-97.682978
504.000000,-97.684660
568.000000,-97.686996
626.000000,-97.688074
664.000000,-97.688233
674.000000,-97.688013
655.000000,-97.687276
611.000000,-97.685962
551.000000,-97.684147
486.000000,-97.682057
426.000000,-97.680021
379.000000,-97.678506
352.000000,-97.676784
346.000000,-97.675384
360.000000,-97.674970
390.000000,-97.675040
430.000000,-97.676489
473.000000,-97.676902
511.000000,-97.678276
537.000000,-97.678856
546.000000,-97.679034
537.000000,-97.678250
512.000000,-97.677265
478.000000,-97.676380
440.000000,-97.674126
407.000000,-97.672087
382.000000,-97.671104
370.000000,-97.669977
370.000000,-97.668543
382.000000,-97.668202
404.000000,-97.668999
433.000000,-97.669544
465.000000,-97.670535
496.000000,-97.670449
521.000000,-97.669762
534.000000,-97.668794
534.000000,-97.667792
520.000000,-97.665781
496.000000,-97.662576
467.000000,-97.659087
439.000000,-97.656017
415.000000,-97.654933
400.000000,-97.653841
394.000000,-97.653884
398.000000,-97.654189
413.000000,-97.654175
438.000000,-97.653803
471.000000,-97.653652
511.000000,-97.653618
554.000000,-97.652898
597.000000,-97.652954
635.000000,-97.652520
664.000000,-97.651863
681.000000,-97.652150
687.000000,-97.652494
682.000000,-97.652206
671.000000,-97.651143
655.000000,-97.649471
635.000000,-97.647771
611.000000,-97.646073
582.000000,-97.645208
552.000000,-97.643025
525.000000,-97.641270
503.000000,-97.640361
489.000000,-97.639866
483.000000,-97.639189
482.000000,-97.638755
486.000000,-97.638196
493.000000,-97.636977
502.000000,-97.635802
511.000000,-97.634404
521.000000,-97.633513
528.000000,-97.632872
532.000000,-97.632360
529.000000,-97.630775
519.000000,-97.628535
502.000000,-97.626152
482.000000,-97.623782
463.000000,-97.621900
450.000000,-97.620607
445.000000,-97.619642
448.000000,-97.619708
455.000000,-97.619893
461.000000,-97.619698
460.000000,-97.619264
451.000000,-97.618592
433.000000,-97.617068
407.000000,-97.613869
377.000000,-97.611568
348.000000,-97.610036
326.000000,-97.608531
313.000000,-97.607607
312.000000,-97.606807
324.000000,-97.606237
349.000000,-97.606180
383.000000,-97.606439
425.000000,-97.606546
468.000000,-97.606146
510.000000,-97.606506
544.000000,-97.606407
567.000000,-97.605986
578.000000,-97.604485
576.000000,-97.601922
567.000000,-97.600179
556.000000,-97.598277
550.000000,-97.597054
554.000000,-97.595222
567.000000,-97.593782
584.000000,-97.593542
599.000000,-97.593147
605.000000,-97.591345
596.000000,-97.589198
576.000000,-97.586816
549.000000,-97.585453
528.000000,-97.584191
520.000000,-97.582544
529.000000,-97.581420
552.000000,-97.582212
581.000000,-97.584485
610.000000,-97.585273
627.000000,-97.585898
630.000000,-97.586976
616.000000,-97.586939
589.000000,-97.585850
555.000000,-97.584396
516.000000,-97.582812
479.000000,-97.581573
446.000000,-97.580560
422.000000,-97.580001
408.000000,-97.578911
408.000000,-97.578637
420.000000,-97.578425
445.000000,-97.578235
477.000000,-97.578299
513.000000,-97.578240
547.000000,-97.578348
573.000000,-97.578581
589.000000,-97.578952
592.000000,-97.578423
584.000000,-97.577128
565.000000,-97.574821
539.000000,-97.572763
508.000000,-97.571456
474.000000,-97.571463
441.000000,-97.572657
411.000000,-97.571976
384.000000,-97.572330
361.000000,-97.571800
342.000000,-97.571847
328.000000,-97.571531
318.000000,-97.571185
311.000000,-97.571522
307.000000,-97.571842
305.000000,-97.571225
307.000000,-97.571546
314.000000,-97.571451
329.000000,-97.571411
355.000000,-97.571443
393.000000,-97.571088
444.000000,-97.571402
507.000000,-97.572468
579.000000,-97.573215
652.000000,-97.574330
719.000000,-97.574594
767.000000,-97.573783
790.000000,-97.575025
782.000000,-97.574566
746.000000,-97.573453
690.000000,-97.570827
622.000000,-97.566480
554.000000,-97.563221
494.000000,-97.561563
450.000000,-97.560571
423.000000,-97.559892
415.000000,-97.559660
421.000000,-97.557954
439.000000,-97.557239
464.000000,-97.557763
491.000000,-97.558553
516.000000,-97.558708
536.000000,-97.558051
548.000000,-97.557280
552.000000,-97.556687
551.000000,-97.555807
550.000000,-97.554100
552.000000,-97.553021
562.000000,-97.552470
579.000000,-97.551744
601.000000,-97.551633
623.000000,-97.551798
638.000000,-97.551721
640.000000,-97.550787
626.000000,-97.550731
596.000000,-97.549442
552.000000,-97.547716
498.000000,-97.546049
442.000000,-97.544046
390.000000,-97.542273
349.000000,-97.541305
323.000000,-97.540673
312.000000,-97.540603
318.000000,-97.540638
336.000000,-97.540773
366.000000,-97.541028
401.000000,-97.541653
437.000000,-97.541125
471.000000,-97.540876
498.000000,-97.540130
515.000000,-97.538999
521.000000,-97.538017
516.000000,-97.535826
501.000000,-97.534652
479.000000,-97.533337
455.000000,-97.530881
433.000000,-97.528771
415.000000,-97.527782
404.000000,-97.527339
402.000000,-97.526618
408.000000,-97.525787
420.000000,-97.525232
436.000000,-97.524896
454.000000,-97.524399
473.000000,-97.523614
493.000000,-97.521317
513.000000,-97.519188
532.000000,-97.517058
549.000000,-97.516992
565.000000,-97.516980
579.000000,-97.516318
590.000000,-97.516643
598.000000,-97.515891
606.000000,-97.514216
613.000000,-97.514139
621.000000,-97.513763
626.000000,-97.512719
627.000000,-97.511341
619.000000,-97.510716
600.000000,-97.507596
573.000000,-97.505602
539.000000,-97.503390
505.000000,-97.500829
476.000000,-97.498786
454.000000,-97.497187
440.000000,-97.495700
433.000000,-97.494633
430.000000,-97.493220
433.000000,-97.491516
441.000000,-97.490135
457.000000,-97.488373
483.000000,-97.487184
516.000000,-97.486041
554.000000,-97.485224
593.000000,-97.484416
627.000000,-97.483681
651.000000,-97.482588
663.000000,-97.481833
662.000000,-97.480896
649.000000,-97.478513
624.000000,-97.477125
590.000000,-97.476338
550.000000,-97.475050
505.000000,-97.474975
458.000000,-97.475554
411.000000,-97.474253
365.000000,-97.472615
325.000000,-97.471066
293.000000,-97.469711
273.000000,-97.468335
267.000000,-97.468072
276.000000,-97.468682
299.000000,-97.469281
333.000000,-97.469939
373.000000,-97.471042
416.000000,-97.471874
456.000000,-97.472067
488.000000,-97.472072
510.000000,-97.471250
522.000000,-97.469886
525.000000,-97.468243
521.000000,-97.466062
514.000000,-97.464337
506.000000,-97.462437
502.000000,-97.459818
502.000000,-97.457929
506.000000,-97.457050
514.000000,-97.455724
524.000000,-97.455266
532.000000,-97.454900
538.000000,-97.455216
540.000000,-97.453523
536.000000,-97.451460
526.000000,-97.450504
513.000000,-97.449813
501.000000,-97.447714
493.000000,-97.446480
494.000000,-97.445891
508.000000,-97.444919
534.000000,-97.444020
570.000000,-97.444069
608.000000,-97.444810
642.000000,-97.445033
663.000000,-97.445360
668.000000,-97.445375
654.000000,-97.443279
622.000000,-97.441033
580.000000,-97.438018
535.000000,-97.435533
496.000000,-97.432749
471.000000,-97.431043
463.000000,-97.430118
471.000000,-97.429650
488.000000,-97.429734
509.000000,-97.430954
527.000000,-97.431511
539.000000,-97.430829
543.000000,-97.430195
539.000000,-97.428926
530.000000,-97.427073
520.000000,-97.424785
510.000000,-97.422722
503.000000,-97.420407
499.000000,-97.419049
498.000000,-97.418309
498.000000,-97.418373
498.000000,-97.417954
494.000000,-97.418157
485.000000,-97.417750
468.000000,-97.417467
442.000000,-97.416354
408.000000,-97.414731
367.000000,-97.412518
323.000000,-97.410942
282.000000,-97.409186
251.000000,-97.407833
235.000000,-97.406936
238.000000,-97.407168
264.000000,-97.407550
311.000000,-97.407899
375.000000,-97.409130
448.000000,-97.410389
521.000000,-97.411575
583.000000,-97.410760
628.000000,-97.410095
651.000000,-97.408087
651.000000,-97.405637
633.000000,-97.404262
605.000000,-97.400928
574.000000,-97.397949
545.000000,-97.396598
527.000000,-97.395249
522.000000,-97.393880
530.000000,-97.393095
548.000000,-97.393702
571.000000,-97.395801
592.000000,-97.397381
605.000000,-97.397008
604.000000,-97.397283
587.000000,-97.396336
558.000000,-97.394609
522.000000,-97.392477
487.000000,-97.389728
464.000000,-97.386371
459.000000,-97.384234
479.000000,-97.383221
521.000000,-97.384525
578.000000,-97.386155
637.000000,-97.386720
683.000000,-97.387015
705.000000,-97.384603
698.000000,-97.382694
666.000000,-97.379443
615.000000,-97.376298
556.000000,-97.372199
497.000000,-97.368441
446.000000,-97.366038
405.000000,-97.364243
377.000000,-97.362207
360.000000,-97.361903
353.000000,-97.362285
355.000000,-97.362238
363.000000,-97.361942
377.000000,-97.361256
394.000000,-97.360905
414.000000,-97.359963
434.000000,-97.359083
451.000000,-97.358397
463.000000,-97.357606
468.000000,-97.357269
468.000000,-97.356997
465.000000,-97.355547
462.000000,-97.354426
461.000000,-97.353926
465.000000,-97.353366
474.000000,-97.353321
486.000000,-97.353096
497.000000,-97.352394
504.000000,-97.351692
502.000000,-97.350537
490.000000,-97.349057
469.000000,-97.347211
441.000000,-97.345161
413.000000,-97.343332
390.000000,-97.341430
378.000000,-97.340002
382.000000,-97.338906
404.000000,-97.339360
444.000000,-97.339984
497.000000,-97.341238
555.000000,-97.342867
612.000000,-97.344079
658.000000,-97.344240
688.000000,-97.343810
698.000000,-97.342185
687.000000,-97.339838
662.000000,-97.338532
628.000000,-97.337139
595.000000,-97.335819
569.000000,-97.333339
554.000000,-97.332159
550.000000,-97.331836
552.000000,-97.330896
555.000000,-97.330386
553.000000,-97.330271
542.000000,-97.329249
521.000000,-97.327498
494.000000,-97.326374
465.000000,-97.325531
439.000000,-97.323742
419.000000,-97.322190
405.000000,-97.320839
398.000000,-97.319863
400.000000,-97.318839
409.000000,-97.317692
426.000000,-97.316211
451.000000,-97.316162
481.000000,-97.315618
515.000000,-97.315236
549.000000,-97.314294
581.000000,-97.313567
604.000000,-97.312353
616.000000,-97.311983
614.000000,-97.310335
596.000000,-97.308935
565.000000,-97.307150
527.000000,-97.305631
487.000000,-97.304025
452.000000,-97.302339
428.000000,-97.300645
418.000000,-97.300046
419.000000,-97.299381
430.000000,-97.299205
444.000000,-97.298626
457.000000,-97.298063
464.000000,-97.296944
462.000000,-97.294925
452.000000,-97.293603
435.000000,-97.291827
417.000000,-97.289010
402.000000,-97.287262
394.000000,-97.286083
396.000000,-97.283935
410.000000,-97.282408
434.000000,-97.282787
467.000000,-97.282409
504.000000,-97.281862
538.000000,-97.281970
563.000000,-97.282057
577.000000,-97.281673
576.000000,-97.280831
564.000000,-97.279403
544.000000,-97.276387
525.000000,-97.272812
511.000000,-97.269880
506.000000,-97.267760
512.000000,-97.266851
527.000000,-97.266145
546.000000,-97.265855
563.000000,-97.264959
572.000000,-97.263782
569.000000,-97.263051
552.000000,-97.261962
523.000000,-97.261161
487.000000,-97.259105
452.000000,-97.255690
427.000000,-97.253680
417.000000,-97.251596
427.000000,-97.250997
454.000000,-97.250751
496.000000,-97.251612
546.000000,-97.252076
594.000000,-97.252792
631.000000,-97.253095
648.000000,-97.254344
643.000000,-97.254747
620.000000,-97.252741
582.000000,-97.250513
538.000000,-97.250444
497.000000,-97.250375
466.000000,-97.248929
447.000000,-97.248653
441.000000,-97.248400
446.000000,-97.248430
458.000000,-97.248391
473.000000,-97.247782
487.000000,-97.247937
497.000000,-97.249104
502.000000,-97.248053
501.000000,-97.247257
495.000000,-97.246291
484.000000,-97.243947
469.000000,-97.242199
453.000000,-97.241923
439.000000,-97.240915
429.000000,-97.240658
426.000000,-97.239498
428.000000,-97.239038
435.000000,-97.238463
445.000000,-97.238710
453.000000,-97.239227
459.000000,-97.238621
459.000000,-97.239687
455.000000,-97.239349
447.000000,-97.237684
437.000000,-97.236388
429.000000,-97.235590
426.000000,-97.234146
430.000000,-97.232671
446.000000,-97.231697
472.000000,-97.230623
506.000000,-97.230352
545.000000,-97.230179
582.000000,-97.230159
612.000000,-97.229475
632.000000,-97.228303
639.000000,-97.226416
634.000000,-97.223595
620.000000,-97.222330
603.000000,-97.221814
587.000000,-97.221314
574.000000,-97.222017
564.000000,-97.221523
554.000000,-97.220829
543.000000,-97.220730
527.000000,-97.220044
506.000000,-97.218669
478.000000,-97.217541
448.000000,-97.216081
418.000000,-97.214717
393.000000,-97.213630
378.000000,-97.212711
378.000000,-97.212316
395.000000,-97.212262
429.000000,-97.212724
474.000000,-97.214140
525.000000,-97.215595
574.000000,-97.215661
612.000000,-97.215861
634.000000,-97.215220
639.000000,-97.213819
629.000000,-97.212860
607.000000,-97.211663
581.000000,-97.210652
553.000000,-97.209575
526.000000,-97.208138
501.000000,-97.207164
476.000000,-97.205764
454.000000,-97.204953
433.000000,-97.203821
415.000000,-97.203109
402.000000,-97.201814
393.000000,-97.200178
389.000000,-97.199065
391.000000,-97.198939
398.000000,-97.198733
409.000000,-97.198027
423.000000,-97.197681
439.000000,-97.197322
457.000000,-97.196700
475.000000,-97.196313
493.000000,-97.196278
510.000000,-97.195731
525.000000,-97.195632
535.000000,-97.194875
541.000000,-97.194611
539.000000,-97.193303
531.000000,-97.192805
519.000000,-97.190871
507.000000,-97.188986
499.000000,-97.186774
500.000000,-97.185560
510.000000,-97.184748
528.000000,-97.183948
546.000000,-97.183504
559.000000,-97.183008
562.000000,-97.182811
553.000000,-97.182085
533.000000,-97.181230
509.000000,-97.178979
484.000000,-97.177466
464.000000,-97.175853
451.000000,-97.174373
448.000000,-97.174198
453.000000,-97.173721
466.000000,-97.175138
484.000000,-97.175634
503.000000,-97.177427
522.000000,-97.178351
536.000000,-97.178414
545.000000,-97.178443
547.000000,-97.178032
542.000000,-97.177072
529.000000,-97.176286
513.000000,-97.175677
494.000000,-97.173662
478.000000,-97.172085
468.000000,-97.170157
470.000000,-97.168901
483.000000,-97.168981
506.000000,-97.169717
535.000000,-97.169914
562.000000,-97.169504
579.000000,-97.170114
582.000000,-97.169907
572.000000,-97.169973
551.000000,-97.168945
524.000000,-97.166965
497.000000,-97.164893
475.000000,-97.163079
459.000000,-97.161321
452.000000,-97.160515
452.000000,-97.159914
460.000000,-97.159409
471.000000,-97.159534
485.000000,-97.159267
498.000000,-97.159452
505.000000,-97.159398
506.000000,-97.159817
499.000000,-97.159140
487.000000,-97.159688
473.000000,-97.159297
463.000000,-97.159059
462.000000,-97.160058
471.000000,-97.160944
491.000000,-97.160688
516.000000,-97.161724
543.000000,-97.160737
566.000000,-97.161467
579.000000,-97.160831
579.000000,-97.159905
565.000000,-97.158934
536.000000,-97.156490
496.000000,-97.154145
451.000000,-97.151186
405.000000,-97.149255
365.000000,-97.148312
337.000000,-97.147682
324.000000,-97.147266
329.000000,-97.147091
350.000000,-97.146988
386.000000,-97.147425
432.000000,-97.148276
480.000000,-97.148285
526.000000,-97.147934
562.000000,-97.148831
583.000000,-97.149530
588.000000,-97.149926
581.000000,-97.148195
566.000000,-97.146325
548.000000,-97.143951
535.000000,-97.141559
531.000000,-97.140414
540.000000,-97.138636
561.000000,-97.137989
589.000000,-97.138521
618.000000,-97.139002
638.000000,-97.139289
645.000000,-97.138458
635.000000,-97.136564
608.000000,-97.134818
571.000000,-97.132311
527.000000,-97.130683
484.000000,-97.128727
446.000000,-97.127629
416.000000,-97.126467
397.000000,-97.125330
388.000000,-97.124964
389.000000,-97.124738
401.000000,-97.124945
422.000000,-97.124424
450.000000,-97.124412
482.000000,-97.124657
514.000000,-97.124452
542.000000,-97.123666
560.000000,-97.123065
567.000000,-97.123282
563.000000,-97.122640
551.000000,-97.122038
536.000000,-97.120784
520.000000,-97.119803
507.000000,-97.119169
498.000000,-97.118278
491.000000,-97.117101
484.000000,-97.115836
476.000000,-97.115394
464.000000,-97.114028
449.000000,-97.112511
432.000000,-97.110759
415.000000,-97.109611
400.000000,-97.108741
388.000000,-97.109004
380.000000,-97.108612
376.000000,-97.108637
376.000000,-97.108614
382.000000,-97.108399
392.000000,-97.107870
406.000000,-97.108377
428.000000,-97.108811
457.000000,-97.109285
495.000000,-97.110169
543.000000,-97.109505
597.000000,-97.109000
653.000000,-97.110211
703.000000,-97.111244
739.000000,-97.113267
755.000000,-97.113521
746.000000,-97.113503
714.000000,-97.111180
664.000000,-97.107869
603.000000,-97.106031
542.000000,-97.104280
487.000000,-97.103746
443.000000,-97.102188
411.000000,-97.103074
390.000000,-97.103927
382.000000,-97.103435
383.000000,-97.103512
395.000000,-97.103466
414.000000,-97.102767
438.000000,-97.102814
466.000000,-97.102638
494.000000,-97.103535
519.000000,-97.103847
541.000000,-97.103570
559.000000,-97.102893
571.000000,-97.102556
579.000000,-97.101667
582.000000,-97.100452
583.000000,-97.099250
581.000000,-97.097904
577.000000,-97.096542
570.000000,-97.094983
560.000000,-97.094257
545.000000,-97.093789
523.000000,-97.092149
495.000000,-97.090702
462.000000,-97.090926
427.000000,-97.089051
392.000000,-97.087461
359.000000,-97.085963
332.000000,-97.085192
313.000000,-97.084158
304.000000,-97.083564
307.000000,-97.082880
322.000000,-97.082687
351.000000,-97.082653
389.000000,-97.083030
435.000000,-97.083232
483.000000,-97.083629
528.000000,-97.083375
566.000000,-97.082509
593.000000,-97.080586
605.000000,-97.078305
602.000000,-97.075302
587.000000,-97.072537
562.000000,-97.069931
534.000000,-97.067206
508.000000,-97.064725
488.000000,-97.062886
479.000000,-97.062415
479.000000,-97.061458
488.000000,-97.061217
503.000000,-97.061629
522.000000,-97.061673
541.000000,-97.061622
558.000000,-97.061320
572.000000,-97.059859
582.000000,-97.058060
588.000000,-97.056377
591.000000,-97.056172
590.000000,-97.054512
584.000000,-97.053699
572.000000,-97.053808
554.000000,-97.054272
532.000000,-97.053029
506.000000,-97.052216
481.000000,-97.051452
459.000000,-97.049822
443.000000,-97.048177
437.000000,-97.046206
441.000000,-97.044707
454.000000,-97.044609
475.000000,-97.043951
500.000000,-97.042883
523.000000,-97.042442
542.000000,-97.041956
553.000000,-97.041348
557.000000,-97.041055
557.000000,-97.040001
556.000000,-97.038081
554.000000,-97.036727
552.000000,-97.035127
547.000000,-97.033529
537.000000,-97.031294
521.000000,-97.029337
500.000000,-97.027523
478.000000,-97.026341
456.000000,-97.024802
440.000000,-97.022721
430.000000,-97.022303
426.000000,-97.021729
428.000000,-97.021470
434.000000,-97.019838
439.000000,-97.019301
441.000000,-97.018117
439.000000,-97.017355
431.000000,-97.017343
420.000000,-97.016154
405.000000,-97.014548
391.000000,-97.013272
380.000000,-97.012291
376.000000,-97.011842
382.000000,-97.010773
400.000000,-97.009988
430.000000,-97.009616
468.000000,-97.009996
512.000000,-97.010281
558.000000,-97.009836
600.000000,-97.009782
631.000000,-97.010174
648.000000,-97.010825
649.000000,-97.010010
634.000000,-97.009461
606.000000,-97.006792
570.000000,-97.003599
530.000000,-97.002169
493.000000,-96.999998
461.000000,-96.998222
437.000000,-96.997523
423.000000,-96.996703
421.000000,-96.995618
435.000000,-96.995340
465.000000,-96.995926
514.000000,-96.996811
575.000000,-96.997496
639.000000,-96.998344
693.000000,-96.998803
724.000000,-96.999305
727.000000,-96.999286
700.000000,-96.997512
650.000000,-96.995013
583.000000,-96.992980
511.000000,-96.990383
445.000000,-96.988090
393.000000,-96.985752
360.000000,-96.984279
349.000000,-96.983569
358.000000,-96.983064
382.000000,-96.983318
416.000000,-96.984087
453.000000,-96.983958
486.000000,-96.984863
511.000000,-96.984280
524.000000,-96.983492
523.000000,-96.982120
510.000000,-96.980573
488.000000,-96.978576
463.000000,-96.975933
439.000000,-96.973727
421.000000,-96.971665
410.000000,-96.970740
407.000000,-96.969014
412.000000,-96.968032
422.000000,-96.967569
436.000000,-96.967088
451.000000,-96.966675
467.000000,-96.966463
482.000000,-96.966316
497.000000,-96.966088
513.000000,-96.965576
528.000000,-96.965298
543.000000,-96.964787
556.000000,-96.964243
564.000000,-96.963250
566.000000,-96.961099
562.000000,-96.959301
552.000000,-96.956403
539.000000,-96.953798
524.000000,-96.951812
509.000000,-96.950603
498.000000,-96.950303
491.000000,-96.949488
490.000000,-96.950580
494.000000,-96.951437
500.000000,-96.953499
507.000000,-96.953455
511.000000,-96.953571
510.000000,-96.954724
504.000000,-96.955868
493.000000,-96.955412
479.000000,-96.953451
464.000000,-96.951989
450.000000,-96.950641
442.000000,-96.949587
445.000000,-96.948550
461.000000,-96.948477
490.000000,-96.948690
531.000000,-96.949623
574.000000,-96.950438
614.000000,-96.951354
644.000000,-96.951886
662.000000,-96.951558
667.000000,-96.950853
660.000000,-96.948684
644.000000,-96.946790
618.000000,-96.945492
584.000000,-96.943225
543.000000,-96.941770
498.000000,-96.940016
451.000000,-96.938085
405.000000,-96.936253
367.000000,-96.933704
339.000000,-96.932335
325.000000,-96.930339
328.000000,-96.929804
349.000000,-96.929212
385.000000,-96.929688
432.000000,-96.929998
484.000000,-96.930693
533.000000,-96.932391
570.000000,-96.933331
590.000000,-96.933270
587.000000,-96.932626
563.000000,-96.932101
522.000000,-96.931595
472.000000,-96.929866
423.000000,-96.928346
384.000000,-96.926957
362.000000,-96.925884
359.000000,-96.925950
376.000000,-96.926739
412.000000,-96.927235
459.000000,-96.928465
511.000000,-96.929518
559.000000,-96.930456
596.000000,-96.930116
617.000000,-96.929678
619.000000,-96.928836
604.000000,-96.926525
576.000000,-96.924293
540.000000,-96.922282
504.000000,-96.920079
471.000000,-96.918631
447.000000,-96.916730
433.000000,-96.917380
431.000000,-96.917189
440.000000,-96.917891
459.000000,-96.917892
482.000000,-96.918414
507.000000,-96.918234
526.000000,-96.918065
535.000000,-96.918960
533.000000,-96.918191
522.000000,-96.916466
506.000000,-96.915771
492.000000,-96.914308
487.000000,-96.913250
495.000000,-96.912477
517.000000,-96.912014
552.000000,-96.911465
593.000000,-96.912786
633.000000,-96.912898
665.000000,-96.912900
680.000000,-96.912402
674.000000,-96.912147
649.000000,-96.911967
609.000000,-96.910552
561.000000,-96.909069
510.000000,-96.908943
464.000000,-96.907543
